Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,2.54,8,1.06
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.75,13,1.04
32NVL,1,112,3.11,3,0.0
32MT,1,112,0.0,11,0.05
304NVL,1,112,0.56,2,0.0
NVCCMT8,1,112,0.38,7,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.8,24,0.88
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,3.27,36,1.19
32NVL,2,224,21.63,20,4.63
32MT,2,224,2.16,19,2.84
304NVL,2,224,3.95,13,7.15
NVCCMT8,2,224,0.75,7,0.93
32THN,2,224,0.65,0,0.0
NVCMT,3,336,5.98,29,0.47
304THN,3,336,0.0,0,0.0
NVCNVL,3,336,6.02,41,3.02
32NVL,3,336,19.54,51,15.71
32MT,3,336,5.91,43,4.37
304NVL,3,336,2.32,40,0.85
NVCCMT8,3,336,0.0,10,0.0
32THN,3,336,0.43,0,0.0
NVCMT,4,448,1.59,32,2.09
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,0.96,59,0.27
32NVL,4,448,23.71,39,2.96
NVCCMT8,4,448,1.13,13,0.42
32THN,4,448,0.23,2,4.0
32MT,4,448,0.76,54,0.09
304NVL,4,448,8.2,45,5.42
NVCMT,5,560,7.21,20,0.7
304THN,5,560,0.43,0,0.0
NVCNVL,5,560,4.16,50,1.94
32NVL,5,560,40.02,72,13.69
NVCCMT8,5,560,1.91,18,0.72
32THN,5,560,0.62,0,0.0
304NVL,5,560,9.03,83,0.7
32MT,5,561,7.36,65,3.69
NVCMT,6,672,5.86,21,5.29
304THN,6,672,0.21,0,0.0
NVCNVL,6,672,2.02,57,0.2
32NVL,6,672,44.29,49,17.81
NVCCMT8,6,672,0.27,18,0.03
32THN,6,672,0.0,0,0.0
304NVL,6,673,7.81,71,5.19
32MT,6,673,2.16,47,0.85
NVCMT,7,784,2.0,28,1.96
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,0.48,78,0.11
NVCCMT8,7,784,2.64,14,1.93
32THN,7,784,0.38,0,0.0
32NVL,7,784,40.23,56,14.71
304NVL,7,785,5.37,85,0.32
32MT,7,785,31.77,39,12.96
NVCMT,8,896,3.95,24,1.17
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,0.2,71,0.16
NVCCMT8,8,896,1.18,7,0.93
32THN,8,896,0.59,1,0.0
32NVL,8,896,18.05,65,12.79
304NVL,8,897,7.58,64,2.61
32MT,8,898,6.51,73,11.36
NVCMT,9,1008,7.14,24,1.02
304THN,9,1008,0.46,0,0.0
NVCNVL,9,1008,0.34,43,0.09
NVCCMT8,9,1008,0.57,16,0.09
32THN,9,1008,0.24,0,0.0
32NVL,9,1008,18.39,65,4.2
304NVL,9,1009,5.4,96,1.97
32MT,9,1010,3.0,45,1.77
NVCMT,10,1120,4.43,31,3.44
304THN,10,1120,0.11,1,0.0
NVCNVL,10,1120,7.54,80,1.99
NVCCMT8,10,1120,0.32,5,0.4
32THN,10,1120,0.44,0,0.0
32NVL,10,1120,14.02,61,4.59
304NVL,10,1121,9.43,84,1.96
32MT,10,1122,10.14,69,4.09
NVCMT,11,1232,5.59,31,2.18
304THN,11,1232,0.21,0,0.0
NVCNVL,11,1232,0.73,58,0.06
NVCCMT8,11,1232,0.46,4,0.63
32THN,11,1232,0.41,1,10.0
32NVL,11,1232,19.8,36,2.32
304NVL,11,1233,14.48,73,7.14
32MT,11,1234,1.35,66,0.55
NVCMT,12,1344,8.16,34,0.43
304THN,12,1344,0.0,0,0.0
NVCNVL,12,1344,3.05,55,1.27
NVCCMT8,12,1344,0.57,13,0.31
32THN,12,1344,0.46,0,0.0
32NVL,12,1344,8.27,64,6.99
304NVL,12,1345,6.82,88,0.91
32MT,12,1347,4.77,57,2.6
NVCMT,13,1456,6.25,39,5.62
304THN,13,1456,0.0,0,0.0
NVCNVL,13,1456,0.41,51,0.24
NVCCMT8,13,1456,0.0,4,0.0
32THN,13,1456,0.33,0,0.0
32NVL,13,1456,20.5,65,6.94
304NVL,13,1458,6.27,75,2.97
32MT,13,1459,14.02,71,6.38
NVCMT,14,1568,7.7,26,0.31
304THN,14,1568,0.0,0,0.0
NVCNVL,14,1568,6.36,60,2.52
NVCCMT8,14,1568,0.73,13,0.35
32THN,14,1568,0.41,0,0.0
32NVL,14,1568,20.25,37,10.35
304NVL,14,1570,7.62,89,1.61
32MT,14,1571,1.72,41,0.87
NVCMT,15,1680,7.41,30,6.73
304THN,15,1680,0.0,0,0.0
NVCNVL,15,1680,0.82,68,0.04
NVCCMT8,15,1680,0.71,9,0.5
32THN,15,1680,0.0,0,0.0
32NVL,15,1680,20.73,64,9.04
304NVL,15,1682,5.83,83,2.39
32MT,15,1683,0.6,63,0.26
NVCMT,16,1792,3.59,20,1.13
304THN,16,1792,0.0,0,0.0
NVCNVL,16,1792,0.34,52,0.05
NVCCMT8,16,1792,0.84,12,0.38
32THN,16,1792,0.11,0,0.0
32NVL,16,1793,12.16,65,3.77
304NVL,16,1795,6.03,59,3.42
32MT,16,1796,8.19,43,5.43
NVCMT,17,1904,4.14,26,0.94
304THN,17,1904,0.0,0,0.0
NVCNVL,17,1904,6.5,70,1.96
NVCCMT8,17,1904,0.0,6,0.0
32THN,17,1904,0.51,0,0.0
32NVL,17,1905,15.29,61,4.54
304NVL,17,1907,7.86,63,1.31
32MT,17,1908,0.87,46,0.33
NVCMT,18,2016,2.82,22,0.89
304THN,18,2016,0.0,0,0.0
NVCNVL,18,2016,0.0,49,0.02
NVCCMT8,18,2016,0.39,8,0.5
32THN,18,2016,0.0,0,0.0
32NVL,18,2017,14.41,71,5.1
304NVL,18,2019,4.27,65,3.46
32MT,18,2021,9.96,60,4.87
NVCMT,19,2128,2.14,19,1.05
304THN,19,2128,0.29,0,0.0
NVCNVL,19,2128,6.5,49,2.9
NVCCMT8,19,2128,0.88,9,0.44
32THN,19,2128,0.68,0,0.0
32NVL,19,2129,9.29,46,4.24
304NVL,19,2131,8.72,81,2.54
32MT,19,2133,0.92,42,0.58
NVCMT,20,2240,1.84,20,0.5
304THN,20,2240,0.29,0,0.0
NVCNVL,20,2240,0.18,62,0.08
NVCCMT8,20,2240,1.86,9,0.72
32THN,20,2240,0.27,0,0.0
32NVL,20,2241,16.18,57,5.44
304NVL,20,2243,7.29,82,1.44
32MT,20,2246,6.17,67,3.68
NVCMT,21,2352,7.43,29,2.4
304THN,21,2352,0.0,0,0.0
NVCNVL,21,2352,0.29,50,0.07
NVCCMT8,21,2352,0.3,7,0.64
32THN,21,2352,0.62,0,0.0
32NVL,21,2353,14.55,55,6.15
304NVL,21,2355,5.88,59,3.85
32MT,21,2358,3.73,54,2.21
NVCMT,22,2464,3.3,32,0.52
304THN,22,2464,0.0,1,0.0
NVCNVL,22,2464,3.64,56,1.37
NVCCMT8,22,2464,0.36,10,0.1
32THN,22,2464,0.36,0,0.0
32NVL,22,2465,7.45,57,2.62
304NVL,22,2467,7.18,59,3.14
32MT,22,2471,4.04,50,2.03
NVCMT,23,2576,2.05,16,0.53
304THN,23,2576,0.19,0,0.0
NVCNVL,23,2576,0.0,44,0.07
NVCCMT8,23,2576,2.13,15,0.7
32THN,23,2576,1.08,0,0.0
32NVL,23,2577,25.3,30,5.7
304NVL,23,2580,43.28,61,17.7
32MT,23,2583,0.0,46,0.27
NVCMT,24,2688,4.23,26,0.65
304THN,24,2688,0.0,0,0.0
NVCNVL,24,2688,0.0,59,0.02
NVCCMT8,24,2688,0.0,8,0.0
32THN,24,2688,0.01,1,41.0
32NVL,24,2689,17.05,75,8.89
304NVL,24,2692,1.75,110,1.62
32MT,24,2696,6.76,39,4.94
NVCMT,25,2800,5.32,31,2.24
304THN,25,2800,0.42,0,0.0
NVCNVL,25,2800,8.79,64,2.89
NVCCMT8,25,2800,0.0,5,0.0
32THN,25,2800,0.46,0,0.0
32NVL,25,2801,11.3,42,4.48
304NVL,25,2804,1.45,56,0.96
32MT,25,2808,2.31,47,0.43
NVCMT,26,2912,2.41,20,0.4
304THN,26,2912,0.0,0,0.0
NVCNVL,26,2912,0.34,51,0.06
NVCCMT8,26,2912,0.5,6,0.25
32THN,26,2912,0.0,0,0.0
32NVL,26,2913,18.04,65,6.12
304NVL,26,2916,8.32,96,0.09
32MT,26,2921,2.49,55,1.66
NVCMT,27,3024,6.27,40,1.38
304THN,27,3024,0.0,0,0.0
NVCNVL,27,3024,0.0,67,0.07
NVCCMT8,27,3024,0.0,13,0.0
32THN,27,3024,0.21,0,0.0
32NVL,27,3025,10.93,43,4.98
304NVL,27,3028,6.12,76,2.53
32MT,27,3033,5.2,64,2.09
NVCMT,28,3136,0.73,31,0.08
304THN,28,3136,0.0,0,0.0
NVCNVL,28,3136,8.07,65,2.42
NVCCMT8,28,3136,1.04,9,0.61
32THN,28,3136,0.22,0,0.0
32NVL,28,3137,10.21,58,3.68
304NVL,28,3141,4.52,79,1.54
32MT,28,3146,1.2,41,1.37
NVCMT,29,3248,4.68,27,1.67
304THN,29,3248,0.0,0,0.0
NVCNVL,29,3248,0.91,50,0.14
NVCCMT8,29,3248,0.45,8,0.13
32THN,29,3248,0.74,0,0.0
32NVL,29,3249,33.6,38,3.89
304NVL,29,3253,10.85,90,1.41
32MT,29,3258,44.77,51,10.44
NVCMT,30,3360,3.0,22,0.66
304THN,30,3360,0.0,0,0.0
NVCNVL,30,3360,4.21,55,1.57
NVCCMT8,30,3360,0.55,8,0.44
32THN,30,3360,0.44,1,25.5
32NVL,30,3361,45.46,77,13.12
304NVL,30,3365,5.32,43,3.49
32MT,30,3370,12.84,82,18.46
NVCMT,31,3472,5.05,27,1.98
304THN,31,3472,0.0,0,0.0
NVCNVL,31,3472,1.29,61,0.29
NVCCMT8,31,3472,0.0,11,0.0
32THN,31,3472,0.32,0,0.0
32NVL,31,3473,23.77,53,5.97
304NVL,31,3477,2.06,84,2.1
32MT,31,3482,1.22,47,0.15
NVCMT,32,3584,1.75,32,0.44
304THN,32,3584,0.0,1,0.0
NVCNVL,32,3584,0.0,39,0.0
NVCCMT8,32,3584,0.0,10,0.0
32THN,32,3584,0.37,0,0.0
32NVL,32,3586,56.84,59,8.14
304NVL,32,3589,3.0,62,0.26
32MT,32,3594,5.26,56,2.45
NVCMT,33,3696,4.88,27,1.72
304THN,33,3696,0.0,0,0.0
NVCNVL,33,3696,6.02,70,1.76
NVCCMT8,33,3696,0.64,11,0.18
32THN,33,3696,0.35,1,0.0
32NVL,33,3698,31.41,82,17.36
304NVL,33,3701,5.18,82,1.07
32MT,33,3707,2.31,48,1.15
NVCMT,34,3808,5.09,34,0.85
304THN,34,3808,0.24,0,0.0
NVCNVL,34,3808,0.52,45,0.08
NVCCMT8,34,3808,1.29,13,0.42
32THN,34,3808,0.19,0,0.0
32NVL,34,3810,14.54,53,7.12
304NVL,34,3813,5.92,68,1.49
32MT,34,3819,6.89,63,3.91
NVCMT,35,3920,2.91,24,3.58
304THN,35,3920,0.0,0,0.0
NVCNVL,35,3920,0.46,51,0.09
NVCCMT8,35,3920,0.0,15,0.0
32THN,35,3920,0.14,0,0.0
32NVL,35,3922,14.02,48,6.26
304NVL,35,3925,13.63,82,2.41
32MT,35,3932,9.04,66,4.45
NVCMT,36,4032,6.93,37,0.7
304THN,36,4032,0.01,0,0.0
NVCNVL,36,4032,0.0,70,0.05
NVCCMT8,36,4032,0.38,6,0.5
32THN,36,4032,0.15,0,0.0
32NVL,36,4034,15.61,65,3.47
304NVL,36,4038,7.89,79,4.17
32MT,36,4044,2.17,70,1.44
NVCMT,37,4144,1.61,24,3.17
304THN,37,4144,0.0,0,0.0
NVCNVL,37,4144,7.63,52,2.88
NVCCMT8,37,4144,0.0,6,0.0
32THN,37,4144,0.16,0,0.0
32NVL,37,4146,11.3,53,4.22
304NVL,37,4150,2.46,80,1.18
32MT,37,4157,6.29,62,3.22
NVCMT,38,4256,6.21,39,1.41
304THN,38,4256,0.15,0,0.0
NVCNVL,38,4256,0.0,57,0.15
NVCCMT8,38,4256,0.46,12,0.13
32THN,38,4256,0.53,0,0.0
32NVL,38,4258,5.63,50,2.8
304NVL,38,4262,5.58,64,0.95
32MT,38,4269,0.47,50,0.41
NVCMT,39,4368,1.41,36,1.58
304THN,39,4368,0.0,0,0.0
NVCNVL,39,4368,7.95,69,2.49
NVCCMT8,39,4368,0.8,8,0.56
32THN,39,4368,0.76,0,0.0
32NVL,39,4370,29.68,41,12.34
304NVL,39,4374,7.38,99,2.0
32MT,39,4382,19.93,63,11.36
NVCMT,40,4480,6.86,35,1.66
304THN,40,4480,0.32,0,0.0
NVCNVL,40,4480,0.0,60,0.07
NVCCMT8,40,4480,0.0,8,0.0
32THN,40,4480,0.77,1,24.5
32NVL,40,4482,36.59,38,9.72
304NVL,40,4486,16.59,70,5.94
32MT,40,4494,0.88,70,0.41
NVCMT,41,4592,7.02,22,1.45
304THN,41,4592,0.21,0,0.0
NVCNVL,41,4592,4.29,57,1.64
NVCCMT8,41,4592,0.41,7,0.14
32THN,41,4592,0.36,0,0.0
32NVL,41,4594,57.89,74,20.3
304NVL,41,4598,6.05,80,1.24
32MT,41,4607,5.96,46,4.28
NVCMT,42,4704,3.68,31,6.44
304THN,42,4704,0.0,0,0.0
NVCNVL,42,4704,0.52,74,0.18
NVCCMT8,42,4704,0.88,9,0.39
32THN,42,4704,1.03,0,0.0
32NVL,42,4706,31.75,53,12.21
304NVL,42,4710,6.5,64,1.91
32MT,42,4719,10.34,59,5.16
NVCMT,43,4816,4.11,21,0.43
304THN,43,4816,0.0,0,0.0
NVCNVL,43,4816,3.39,60,1.13
NVCCMT8,43,4816,0.7,8,0.31
32THN,43,4816,0.21,1,43.5
32NVL,43,4818,35.89,57,13.08
304NVL,43,4823,6.27,75,3.25
32MT,43,4831,0.95,53,0.64
