Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,3.07,8,1.44
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,6,0.0
32NVL,1,112,5.84,2,0.25
32MT,1,112,0.0,7,0.43
304NVL,1,112,0.0,4,0.0
NVCCMT8,1,112,0.0,3,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,3.55,20,2.88
304THN,2,224,0.25,0,0.0
NVCNVL,2,224,3.2,22,3.5
32NVL,2,224,10.25,24,14.58
32MT,2,224,0.58,26,0.12
304NVL,2,224,5.24,31,2.47
NVCCMT8,2,224,0.38,5,0.2
32THN,2,224,0.92,0,0.0
NVCMT,3,336,3.16,18,2.22
304THN,3,336,0.23,0,0.0
NVCNVL,3,336,4.27,43,2.14
32NVL,3,336,25.63,20,6.75
NVCCMT8,3,336,0.25,8,0.0
32THN,3,336,0.0,0,0.0
32MT,3,336,4.8,33,4.33
304NVL,3,336,7.03,55,2.72
NVCMT,4,448,1.52,19,0.58
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,1.2,55,0.05
32NVL,4,448,20.68,62,13.38
NVCCMT8,4,448,0.75,9,0.5
32THN,4,448,0.3,0,0.0
304NVL,4,448,4.78,58,1.01
32MT,4,449,4.79,54,2.3
NVCMT,5,560,2.43,22,0.68
304THN,5,560,0.0,1,0.0
NVCNVL,5,560,0.0,52,0.02
NVCCMT8,5,560,0.52,8,0.25
32THN,5,560,0.25,0,0.0
32NVL,5,560,27.61,35,4.79
304NVL,5,560,5.93,88,1.39
32MT,5,561,14.29,56,8.3
NVCMT,6,672,2.59,28,0.29
304THN,6,672,0.15,0,0.0
NVCNVL,6,672,5.86,50,2.12
NVCCMT8,6,672,0.0,6,0.0
32THN,6,672,0.48,0,0.0
32NVL,6,672,20.16,63,11.4
304NVL,6,672,6.33,67,2.43
32MT,6,674,1.13,43,0.52
NVCMT,7,784,1.95,42,0.54
304THN,7,784,0.24,0,0.0
NVCNVL,7,784,0.0,64,0.06
