Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.14,5,0.1
NVCMT,1,112,0.14,2,0.0
NVCMT,1,112,0.14,2,0.0
NVCMT,1,112,0.14,2,0.0
304THN,1,112,0.0,0,0.0
304THN,1,112,0.0,0,0.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,1,0.0
NVCNVL,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,0,0.0
32NVL,1,112,0.25,0,0.0
32NVL,1,112,0.25,1,0.0
32NVL,1,112,0.25,1,0.0
32NVL,1,112,0.25,1,5.5
32MT,1,112,0.0,2,0.0
32MT,1,112,0.0,3,0.0
32MT,1,112,0.0,2,0.0
304NVL,1,112,0.19,1,0.0
304NVL,1,112,0.19,1,0.0
304NVL,1,112,0.19,1,0.0
NVCCMT8,1,112,0.0,0,0.0
NVCCMT8,1,112,0.0,0,0.0
NVCCMT8,1,112,0.0,0,0.0
NVCCMT8,1,112,0.0,0,0.0
32THN,1,112,0.0,0,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.21,3,1.17
NVCMT,2,224,0.21,3,0.0
NVCMT,2,224,0.21,2,0.0
NVCMT,2,224,0.21,2,0.0
304THN,2,224,0.0,0,0.0
304THN,2,224,0.0,0,0.0
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.08,5,0.0
NVCNVL,2,224,0.08,4,0.0
NVCNVL,2,224,0.08,4,0.0
NVCNVL,2,224,0.08,4,0.0
32NVL,2,224,0.14,5,0.0
32NVL,2,224,0.14,7,0.0
32NVL,2,224,0.14,7,0.79
32NVL,2,224,0.14,5,0.0
32MT,2,224,0.0,5,0.0
32MT,2,224,0.0,7,0.0
32MT,2,224,0.0,0,0.0
304NVL,2,224,0.38,5,0.0
304NVL,2,224,0.38,4,8.38
304NVL,2,224,0.38,5,2.6
NVCCMT8,2,224,0.0,0,0.0
NVCCMT8,2,224,0.0,0,0.0
NVCCMT8,2,224,0.0,0,0.0
NVCCMT8,2,224,0.0,0,0.0
32THN,2,224,0.0,0,0.0
32THN,2,224,0.0,0,0.0
NVCMT,3,336,0.01,0,0.0
NVCMT,3,336,0.01,1,0.0
NVCMT,3,336,0.01,1,0.0
NVCMT,3,336,0.01,1,0.0
304THN,3,336,0.06,0,0.0
304THN,3,336,0.06,0,0.0
304THN,3,336,0.06,0,0.0
NVCNVL,3,336,0.46,7,0.0
NVCNVL,3,336,0.46,7,6.29
NVCNVL,3,336,0.46,7,0.0
NVCNVL,3,336,0.46,6,0.0
32MT,3,336,0.19,4,0.0
32MT,3,336,0.19,9,0.0
32MT,3,336,0.19,7,1.43
304NVL,3,336,0.94,3,0.0
304NVL,3,336,0.94,8,7.69
304NVL,3,336,0.94,5,0.3
NVCCMT8,3,336,0.08,1,0.5
NVCCMT8,3,336,0.08,0,0.0
NVCCMT8,3,336,0.08,0,0.0
NVCCMT8,3,336,0.08,0,0.0
32THN,3,336,0.0,0,0.0
32THN,3,336,0.0,0,0.0
32NVL,3,336,1.05,12,0.0
32NVL,3,336,1.05,8,0.0
32NVL,3,336,1.05,8,0.69
32NVL,3,336,1.05,8,10.75
