Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.09,0,0.0
NVCMT,1,112,0.09,0,0.0
NVCMT,1,112,0.09,0,0.0
NVCMT,1,112,0.09,0,0.0
304THN,1,112,0.0,0,0.0
304THN,1,112,0.0,0,0.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.27,2,0.0
NVCNVL,1,112,0.27,3,6.83
NVCNVL,1,112,0.27,1,0.0
NVCNVL,1,112,0.27,1,0.0
32NVL,1,112,0.67,2,0.0
32NVL,1,112,0.67,2,0.0
32NVL,1,112,0.67,2,0.0
32NVL,1,112,0.67,1,14.5
32MT,1,112,0.0,3,0.0
32MT,1,112,0.0,4,0.0
32MT,1,112,0.0,1,0.0
304NVL,1,112,0.25,0,0.0
304NVL,1,112,0.25,1,20.0
304NVL,1,112,0.25,0,0.0
NVCCMT8,1,112,0.03,1,0.0
NVCCMT8,1,112,0.03,0,0.0
NVCCMT8,1,112,0.03,2,0.0
NVCCMT8,1,112,0.03,2,0.0
32THN,1,112,0.0,0,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.38,5,0.6
NVCMT,2,224,0.38,3,0.5
NVCMT,2,224,0.38,4,0.0
NVCMT,2,224,0.38,3,1.17
304THN,2,224,0.0,0,0.0
304THN,2,224,0.0,0,0.0
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.34,3,0.0
NVCNVL,2,224,0.34,6,4.58
NVCNVL,2,224,0.34,4,0.0
NVCNVL,2,224,0.34,4,0.0
32NVL,2,224,1.21,7,1.71
32NVL,2,224,1.21,7,0.57
32NVL,2,224,1.21,5,5.0
32NVL,2,224,1.21,6,7.58
32MT,2,224,0.0,4,0.0
32MT,2,224,0.0,5,0.0
32MT,2,224,0.0,5,0.0
304NVL,2,224,0.44,4,0.0
304NVL,2,224,0.44,7,5.0
304NVL,2,224,0.44,2,0.0
NVCCMT8,2,224,0.19,2,3.0
NVCCMT8,2,224,0.19,0,0.0
NVCCMT8,2,224,0.19,2,0.0
NVCCMT8,2,224,0.19,2,0.0
32THN,2,224,0.16,0,0.0
32THN,2,224,0.16,0,0.0
NVCMT,3,336,0.52,13,0.5
NVCMT,3,336,0.52,11,0.14
NVCMT,3,336,0.52,6,0.0
NVCMT,3,336,0.52,8,0.25
304THN,3,336,0.0,0,0.0
304THN,3,336,0.0,0,0.0
304THN,3,336,0.0,0,0.0
NVCNVL,3,336,0.6,7,0.0
NVCNVL,3,336,0.6,9,5.78
NVCNVL,3,336,0.6,7,0.0
NVCNVL,3,336,0.6,6,0.0
32NVL,3,336,2.04,11,5.14
32NVL,3,336,2.04,11,3.59
32NVL,3,336,2.04,9,0.0
32NVL,3,336,2.04,5,0.0
32MT,3,336,0.62,7,0.0
32MT,3,336,0.62,9,0.0
32MT,3,336,0.62,7,2.43
304NVL,3,336,1.71,9,0.0
304NVL,3,336,1.71,10,13.85
304NVL,3,336,1.71,9,0.0
NVCCMT8,3,336,0.0,1,0.0
NVCCMT8,3,336,0.0,0,0.0
NVCCMT8,3,336,0.0,2,0.0
NVCCMT8,3,336,0.0,2,0.0
32THN,3,336,0.08,0,0.0
32THN,3,336,0.08,0,0.0
NVCMT,4,448,0.25,10,0.6
NVCMT,4,448,0.25,9,0.0
NVCMT,4,448,0.25,9,0.0
NVCMT,4,448,0.25,9,0.0
304THN,4,448,0.0,0,0.0
304THN,4,448,0.0,0,0.0
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,0.56,11,0.0
NVCNVL,4,448,0.56,14,3.25
NVCNVL,4,448,0.56,14,0.0
NVCNVL,4,448,0.56,12,0.0
32NVL,4,448,1.13,20,2.03
32NVL,4,448,1.13,18,0.22
32NVL,4,448,1.13,17,5.06
32NVL,4,448,1.13,14,6.64
32MT,4,448,0.0,16,0.0
32MT,4,448,0.0,16,0.06
32MT,4,448,0.0,8,0.0
304NVL,4,448,0.0,13,0.08
304NVL,4,448,0.0,14,0.04
304NVL,4,448,0.0,9,0.0
NVCCMT8,4,448,0.0,0,0.0
NVCCMT8,4,448,0.0,0,0.0
NVCCMT8,4,448,0.0,3,0.0
NVCCMT8,4,448,0.0,3,0.0
32THN,4,448,0.17,0,0.0
32THN,4,448,0.17,0,0.0
NVCMT,5,560,0.36,10,0.95
NVCMT,5,560,0.36,4,0.0
NVCMT,5,560,0.36,3,0.0
NVCMT,5,560,0.36,4,0.0
304THN,5,560,0.08,0,0.0
304THN,5,560,0.08,0,0.0
304THN,5,560,0.08,0,0.0
NVCNVL,5,560,0.73,12,0.0
NVCNVL,5,560,0.73,15,4.27
NVCNVL,5,560,0.73,13,0.0
NVCNVL,5,560,0.73,13,0.0
32MT,5,560,0.81,18,0.03
32MT,5,560,0.81,14,0.0
32MT,5,560,0.81,5,11.9
304NVL,5,560,0.99,7,0.0
304NVL,5,560,0.99,10,0.0
304NVL,5,560,0.99,6,0.0
NVCCMT8,5,560,0.12,3,1.33
