Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,1.25,9,1.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.61,9,1.17
32NVL,1,112,6.8,5,0.0
32MT,1,112,0.0,12,0.17
304NVL,1,112,2.46,3,0.0
NVCCMT8,1,112,0.0,2,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.91,17,0.38
304THN,2,224,0.27,0,0.0
NVCNVL,2,224,2.02,34,1.1
32NVL,2,224,10.38,13,12.08
32MT,2,224,1.53,23,1.67
304NVL,2,224,6.52,27,7.39
NVCCMT8,2,224,0.0,8,0.0
32THN,2,224,0.0,1,0.0
NVCMT,3,336,0.88,23,0.22
304THN,3,336,0.04,0,0.0
NVCNVL,3,336,0.88,40,0.23
32NVL,3,336,11.02,42,10.26
304NVL,3,336,2.89,31,1.77
NVCCMT8,3,336,0.64,13,0.19
32THN,3,336,0.13,1,0.0
32MT,3,336,1.44,34,0.78
NVCMT,4,448,7.07,30,1.23
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,0.82,48,0.19
304NVL,4,448,1.47,75,1.33
NVCCMT8,4,448,1.73,10,1.05
32THN,4,448,1.0,0,0.0
32NVL,4,448,17.01,57,4.34
32MT,4,448,3.63,42,2.64
NVCMT,5,560,1.96,23,2.93
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,5.77,43,2.87
304NVL,5,560,4.92,56,0.46
NVCCMT8,5,560,0.55,16,0.13
32THN,5,560,0.11,2,9.75
32NVL,5,560,19.59,56,7.87
32MT,5,561,2.56,53,1.08
NVCMT,6,672,2.04,14,3.21
304THN,6,672,0.33,0,0.0
NVCNVL,6,672,1.2,65,0.18
304NVL,6,672,3.39,76,2.29
NVCCMT8,6,672,0.8,13,0.38
32THN,6,672,1.28,0,0.0
32NVL,6,672,23.71,56,7.43
32MT,6,673,4.67,75,2.04
NVCMT,7,784,8.09,34,1.25
304THN,7,784,0.28,0,0.0
NVCNVL,7,784,0.25,62,0.1
304NVL,7,784,4.61,69,0.67
NVCCMT8,7,784,1.16,11,0.41
32THN,7,784,0.31,2,23.5
32NVL,7,785,42.44,52,8.77
32MT,7,785,7.45,42,5.0
NVCMT,8,896,8.11,32,4.34
304THN,8,896,0.24,0,0.0
NVCNVL,8,896,0.0,72,0.05
304NVL,8,896,4.88,70,1.87
NVCCMT8,8,896,0.77,8,0.44
32THN,8,896,0.01,0,0.0
32NVL,8,897,36.3,62,18.03
32MT,8,897,0.23,41,0.13
NVCMT,9,1008,4.46,20,1.75
304THN,9,1008,0.13,0,0.0
NVCNVL,9,1008,2.73,60,0.94
304NVL,9,1008,5.48,79,1.3
NVCCMT8,9,1008,0.82,13,0.31
32THN,9,1008,0.95,0,0.0
32NVL,9,1009,14.59,72,3.72
32MT,9,1010,3.04,59,1.52
NVCMT,10,1120,6.43,37,1.97
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.96,47,0.07
304NVL,10,1120,6.5,74,1.74
NVCCMT8,10,1120,0.07,7,0.0
32THN,10,1120,0.48,0,0.0
32NVL,10,1121,16.27,50,7.76
32MT,10,1122,4.51,62,2.52
NVCMT,11,1232,8.93,31,2.27
304THN,11,1232,0.31,0,0.0
NVCNVL,11,1232,0.0,58,0.13
NVCCMT8,11,1232,0.0,11,0.0
32THN,11,1232,0.0,0,0.0
304NVL,11,1232,7.67,69,3.88
32NVL,11,1233,38.7,45,5.36
32MT,11,1235,3.85,44,1.92
NVCMT,12,1344,3.41,32,2.25
304THN,12,1344,0.29,0,0.0
NVCNVL,12,1344,5.79,63,1.93
NVCCMT8,12,1344,0.64,10,0.15
32THN,12,1344,0.26,0,0.0
304NVL,12,1344,7.29,71,1.18
32NVL,12,1345,29.25,63,15.91
32MT,12,1347,3.29,67,1.71
NVCMT,13,1456,2.34,26,0.42
304THN,13,1456,0.0,0,0.0
NVCNVL,13,1456,0.45,54,0.11
NVCCMT8,13,1456,0.25,10,0.15
32THN,13,1456,0.12,0,0.0
304NVL,13,1456,6.6,75,2.81
32NVL,13,1457,55.46,50,15.65
32MT,13,1460,4.71,71,1.96
NVCMT,14,1568,4.89,34,0.79
304THN,14,1568,0.28,0,0.0
NVCNVL,14,1568,0.36,62,0.07
NVCCMT8,14,1568,1.63,10,0.9
32THN,14,1568,0.34,0,0.0
304NVL,14,1569,1.55,76,2.24
32NVL,14,1569,126.38,57,23.57
32MT,14,1572,20.91,41,5.96
NVCMT,15,1680,6.02,30,1.55
304THN,15,1680,0.07,0,0.0
NVCNVL,15,1680,1.5,60,0.2
NVCCMT8,15,1680,0.0,5,0.0
32THN,15,1680,0.48,0,0.0
304NVL,15,1681,9.6,71,0.51
32NVL,15,1682,62.56,86,34.98
32MT,15,1684,47.69,54,33.96
NVCMT,16,1792,4.36,34,1.6
304THN,16,1792,0.0,0,0.0
NVCNVL,16,1792,0.0,79,0.2
NVCCMT8,16,1792,0.21,4,0.38
32THN,16,1792,0.14,0,0.0
304NVL,16,1793,2.38,98,2.11
32NVL,16,1794,44.09,48,12.96
32MT,16,1797,1.44,77,3.59
NVCMT,17,1904,4.66,38,1.42
304THN,17,1904,0.0,0,0.0
NVCNVL,17,1904,3.3,58,1.34
NVCCMT8,17,1904,0.59,8,0.06
32THN,17,1904,0.21,0,0.0
304NVL,17,1905,3.98,58,0.08
32NVL,17,1906,111.18,64,27.26
32MT,17,1909,2.22,64,1.21
NVCMT,18,2016,2.82,27,0.56
304THN,18,2016,0.72,0,0.0
NVCNVL,18,2016,0.0,61,0.03
NVCCMT8,18,2016,0.34,5,0.4
32THN,18,2016,0.16,0,0.0
304NVL,18,2017,7.97,84,1.42
32NVL,18,2019,67.38,60,24.25
32MT,18,2021,7.51,58,4.16
NVCMT,19,2128,1.36,22,0.95
304THN,19,2128,0.24,0,0.0
NVCNVL,19,2128,8.02,64,2.56
NVCCMT8,19,2128,1.39,14,0.46
32THN,19,2128,0.22,0,0.0
304NVL,19,2129,1.42,66,1.75
32NVL,19,2131,23.09,72,13.44
32MT,19,2133,0.79,45,0.69
NVCMT,20,2240,3.66,34,0.76
304THN,20,2240,0.11,0,0.0
NVCNVL,20,2240,0.0,71,0.08
NVCCMT8,20,2240,0.0,6,0.0
32THN,20,2240,0.53,0,0.0
304NVL,20,2241,8.04,78,0.22
32NVL,20,2243,38.57,46,9.87
32MT,20,2246,6.57,55,3.25
NVCMT,21,2352,3.8,28,0.61
304THN,21,2352,0.42,0,0.0
NVCNVL,21,2352,4.18,51,1.65
NVCCMT8,21,2352,0.55,8,0.31
32THN,21,2352,0.14,0,0.0
304NVL,21,2353,4.64,54,5.67
32NVL,21,2355,65.03,40,15.5
32MT,21,2358,10.17,69,4.62
NVCMT,22,2464,2.18,25,2.08
304THN,22,2464,1.46,0,0.0
NVCNVL,22,2464,0.5,55,0.18
NVCCMT8,22,2464,0.71,5,0.6
32THN,22,2464,1.04,0,0.0
304NVL,22,2465,4.37,84,1.27
32NVL,22,2467,61.11,73,30.58
32MT,22,2470,0.73,50,0.3
NVCMT,23,2576,1.96,29,0.24
304THN,23,2576,0.27,1,22.5
NVCNVL,23,2576,6.13,61,2.03
NVCCMT8,23,2576,0.0,8,0.06
32THN,23,2576,0.47,2,21.5
304NVL,23,2577,8.87,75,1.88
32NVL,23,2580,85.72,66,15.2
32MT,23,2582,7.04,42,4.89
NVCMT,24,2688,4.89,24,0.56
304THN,24,2688,0.0,0,0.0
NVCNVL,24,2688,0.25,51,0.09
NVCCMT8,24,2688,1.18,14,0.32
32THN,24,2688,0.54,0,0.0
304NVL,24,2690,12.71,89,3.77
32NVL,24,2692,84.38,45,35.18
32MT,24,2694,24.09,39,14.05
NVCMT,25,2800,5.36,23,2.78
304THN,25,2800,0.0,0,0.0
NVCNVL,25,2800,0.14,59,0.04
NVCCMT8,25,2800,0.5,14,0.11
32THN,25,2800,0.38,0,0.0
304NVL,25,2802,6.09,50,2.05
32NVL,25,2804,66.0,99,26.91
32MT,25,2807,4.92,46,9.57
NVCMT,26,2912,3.3,26,1.96
304THN,26,2912,0.0,0,0.0
NVCNVL,26,2912,5.18,65,1.84
NVCCMT8,26,2912,0.14,6,0.0
32THN,26,2912,0.0,0,0.0
304NVL,26,2914,8.73,99,1.6
32NVL,26,2916,10.2,57,4.69
32MT,26,2919,6.55,61,3.51
NVCMT,27,3024,5.66,30,1.0
304THN,27,3024,0.0,0,0.0
NVCNVL,27,3024,0.0,70,0.11
NVCCMT8,27,3024,0.32,10,0.05
32THN,27,3024,0.24,0,0.0
304NVL,27,3026,6.61,73,3.19
32NVL,27,3028,32.13,42,3.87
32MT,27,3032,1.29,51,2.02
NVCMT,28,3136,4.34,31,2.1
304THN,28,3136,0.28,0,0.0
NVCNVL,28,3136,2.88,53,1.2
