Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,4.16,7,0.64
304THN,1,112,0.0,1,0.0
NVCNVL,1,112,1.29,4,3.63
32NVL,1,112,6.41,7,1.21
32MT,1,112,0.0,6,0.0
304NVL,1,112,5.16,9,3.06
NVCCMT8,1,112,0.18,6,0.42
32THN,1,112,0.0,0,0.0
NVCMT,2,224,2.05,16,5.69
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,3.57,29,3.38
32NVL,2,224,13.13,23,6.07
32MT,2,224,2.21,25,2.16
NVCCMT8,2,224,0.45,10,0.35
32THN,2,224,0.56,0,0.0
304NVL,2,224,6.75,20,18.2
NVCMT,3,336,1.75,13,0.85
304THN,3,336,0.25,0,0.0
NVCNVL,3,336,0.0,37,0.07
32NVL,3,336,15.07,40,14.89
NVCCMT8,3,336,1.11,8,1.31
32THN,3,336,0.57,0,0.0
32MT,3,336,2.51,41,1.48
304NVL,3,336,4.13,42,0.3
NVCMT,4,448,4.95,35,1.6
304THN,4,448,0.36,0,0.0
NVCNVL,4,448,0.96,41,0.32
NVCCMT8,4,448,0.95,7,0.5
32THN,4,448,0.68,0,0.0
32NVL,4,448,28.27,55,4.98
32MT,4,448,7.47,54,4.37
304NVL,4,448,8.44,48,2.56
NVCMT,5,560,1.88,24,0.42
304THN,5,560,0.24,0,0.0
NVCNVL,5,560,3.71,62,1.16
NVCCMT8,5,560,0.0,5,0.0
32THN,5,560,0.38,1,29.5
32NVL,5,560,12.05,59,7.13
304NVL,5,560,3.48,75,3.11
32MT,5,561,2.31,49,1.4
NVCMT,6,672,4.0,17,0.59
304THN,6,672,0.56,0,0.0
NVCNVL,6,672,0.0,42,0.01
NVCCMT8,6,672,0.64,18,0.08
32THN,6,672,0.78,0,0.0
32NVL,6,673,51.52,43,5.29
32MT,6,673,23.75,39,6.47
304NVL,6,673,3.83,63,1.58
NVCMT,7,784,2.32,25,2.6
304THN,7,784,1.46,0,0.0
NVCNVL,7,784,4.32,40,2.03
NVCCMT8,7,784,1.3,14,0.43
32THN,7,784,0.13,0,0.0
32NVL,7,785,73.96,66,27.83
304NVL,7,785,5.34,70,1.36
32MT,7,785,3.87,71,9.96
NVCMT,8,896,3.86,23,0.67
304THN,8,896,0.01,1,29.0
NVCNVL,8,896,0.21,58,0.03
NVCCMT8,8,896,0.77,12,0.42
32THN,8,896,0.83,0,0.0
304NVL,8,897,8.02,70,2.14
32NVL,8,897,63.08,46,29.83
32MT,8,897,12.09,53,7.12
NVCMT,9,1008,6.14,38,1.43
304THN,9,1008,0.67,0,0.0
NVCNVL,9,1008,4.18,59,1.01
NVCCMT8,9,1008,0.46,6,0.42
32THN,9,1008,0.63,0,0.0
32MT,9,1009,9.47,62,5.08
304NVL,9,1009,7.93,65,5.12
32NVL,9,1010,66.13,48,13.33
NVCMT,10,1120,2.0,26,3.83
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.0,60,0.08
NVCCMT8,10,1120,0.34,7,0.0
32THN,10,1120,0.55,0,0.0
304NVL,10,1121,4.88,83,0.24
32NVL,10,1122,82.21,77,26.62
32MT,10,1122,2.79,46,1.73
NVCMT,11,1232,6.71,31,1.23
304THN,11,1232,0.0,0,0.0
NVCNVL,11,1232,0.21,56,0.03
NVCCMT8,11,1232,0.0,6,0.0
32THN,11,1232,0.38,0,0.0
304NVL,11,1233,6.6,82,1.58
32MT,11,1234,10.75,61,6.27
32NVL,11,1234,67.73,60,25.14
NVCMT,12,1344,3.8,30,3.03
304THN,12,1344,0.03,1,0.0
NVCNVL,12,1344,0.36,74,0.32
NVCCMT8,12,1344,0.45,13,0.23
32THN,12,1344,0.38,0,0.0
304NVL,12,1345,3.82,95,2.21
32MT,12,1346,6.09,48,3.85
32NVL,12,1347,23.82,63,15.86
NVCMT,13,1456,2.23,21,0.6
304THN,13,1456,0.0,0,0.0
NVCNVL,13,1456,0.0,67,0.1
NVCCMT8,13,1456,1.63,9,1.78
32THN,13,1456,0.39,1,0.0
304NVL,13,1457,7.63,62,0.87
32MT,13,1458,1.37,56,0.72
32NVL,13,1459,18.32,60,7.38
NVCMT,14,1568,5.32,25,1.52
304THN,14,1568,0.2,0,0.0
NVCNVL,14,1568,0.5,71,0.12
NVCCMT8,14,1568,1.2,12,0.33
32THN,14,1568,0.17,0,0.0
304NVL,14,1570,6.57,54,6.84
32NVL,14,1571,31.34,45,3.66
32MT,14,1571,5.43,69,4.91
NVCMT,15,1680,3.21,24,1.21
304THN,15,1680,0.39,0,0.0
NVCNVL,15,1680,0.52,48,0.1
NVCCMT8,15,1680,0.88,8,0.31
32THN,15,1680,0.42,0,0.0
304NVL,15,1682,7.96,71,0.92
32NVL,15,1683,23.71,82,11.63
32MT,15,1683,4.56,58,2.33
NVCMT,16,1792,2.59,34,0.46
304THN,16,1792,0.75,0,0.0
NVCNVL,16,1792,5.3,54,2.45
NVCCMT8,16,1792,0.04,9,0.11
32THN,16,1792,0.2,0,0.0
304NVL,16,1794,14.09,77,6.25
32NVL,16,1795,86.2,23,3.35
32MT,16,1795,18.9,46,9.34
NVCMT,17,1904,2.14,31,0.4
304THN,17,1904,0.48,0,0.0
NVCNVL,17,1904,0.25,62,0.1
NVCCMT8,17,1904,0.54,7,0.5
32THN,17,1904,0.27,0,0.0
304NVL,17,1906,7.07,84,0.8
32NVL,17,1907,61.32,92,31.95
32MT,17,1908,2.01,57,5.01
NVCMT,18,2016,6.04,22,0.91
304THN,18,2016,0.2,0,0.0
NVCNVL,18,2016,0.0,51,0.05
NVCCMT8,18,2016,0.66,8,0.44
32THN,18,2016,0.32,0,0.0
304NVL,18,2018,8.54,97,2.04
32NVL,18,2019,13.26,72,4.12
