Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,1.2,9,0.06
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,6,0.0
32NVL,1,112,7.05,5,3.0
32MT,1,112,0.0,5,0.2
304NVL,1,112,0.05,6,0.0
NVCCMT8,1,112,0.36,3,1.17
32THN,1,112,0.0,0,0.0
NVCMT,2,224,1.7,17,1.29
304THN,2,224,0.23,0,0.0
NVCNVL,2,224,3.77,27,3.19
32NVL,2,224,5.29,33,7.8
32MT,2,224,3.51,23,3.67
304NVL,2,224,2.92,16,3.31
NVCCMT8,2,224,0.59,8,0.44
32THN,2,224,0.36,0,0.0
NVCMT,3,336,4.98,18,1.36
304THN,3,336,0.0,0,0.0
NVCNVL,3,336,4.34,40,1.81
32NVL,3,336,12.75,26,9.62
304NVL,3,336,7.1,46,0.24
NVCCMT8,3,336,0.25,7,0.21
32THN,3,336,1.01,0,0.0
32MT,3,336,1.05,53,0.4
NVCMT,4,448,3.46,15,2.53
304THN,4,448,0.31,0,0.0
NVCNVL,4,448,0.25,52,0.12
32NVL,4,448,16.48,53,7.22
NVCCMT8,4,448,0.3,9,0.0
32THN,4,448,0.14,0,0.0
304NVL,4,448,3.77,69,3.43
32MT,4,449,11.11,46,7.85
NVCMT,5,560,3.46,31,1.34
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,0.79,58,0.1
32NVL,5,560,12.21,46,6.29
NVCCMT8,5,560,1.57,14,0.71
32THN,5,560,0.0,0,0.0
304NVL,5,560,4.66,74,0.88
32MT,5,561,0.03,45,0.12
NVCMT,6,672,6.61,28,2.29
304THN,6,672,0.0,1,0.0
NVCNVL,6,672,0.05,50,0.06
NVCCMT8,6,672,0.0,6,0.0
32THN,6,672,0.52,0,0.0
32NVL,6,672,78.9,36,3.51
304NVL,6,673,8.97,75,2.56
32MT,6,673,29.92,52,8.16
NVCMT,7,784,4.21,19,0.82
304THN,7,784,0.7,0,0.0
NVCNVL,7,784,5.46,60,2.13
NVCCMT8,7,784,0.0,12,0.0
32THN,7,784,0.44,0,0.0
32NVL,7,784,58.68,81,31.88
304NVL,7,785,11.0,74,2.61
32MT,7,786,5.45,68,11.49
NVCMT,8,896,3.14,31,3.15
304THN,8,896,0.33,1,0.0
NVCNVL,8,896,1.07,63,0.14
NVCCMT8,8,896,0.98,7,0.64
32THN,8,896,0.67,0,0.0
32NVL,8,896,14.02,71,5.11
304NVL,8,897,4.18,75,3.24
32MT,8,898,2.49,64,0.95
NVCMT,9,1008,2.25,25,1.28
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,0.0,66,0.05
NVCCMT8,9,1008,1.04,9,0.78
32THN,9,1008,0.83,0,0.0
32NVL,9,1008,23.86,59,5.61
304NVL,9,1009,3.67,63,2.01
32MT,9,1011,12.69,56,8.06
NVCMT,10,1120,4.86,34,0.94
304THN,10,1120,0.36,0,0.0
NVCNVL,10,1120,5.52,74,1.25
NVCCMT8,10,1120,0.55,10,0.2
