Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.0,2,0.25
NVCMT,1,112,0.0,1,0.0
NVCMT,1,112,0.0,1,0.0
NVCMT,1,112,0.0,1,0.0
304THN,1,112,0.0,0,0.0
304THN,1,112,0.0,0,0.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.06,4,0.0
NVCNVL,1,112,0.06,3,0.0
NVCNVL,1,112,0.06,3,0.0
NVCNVL,1,112,0.06,1,0.0
32NVL,1,112,0.3,2,0.0
32NVL,1,112,0.3,1,0.0
32NVL,1,112,0.3,1,0.0
32NVL,1,112,0.3,2,0.0
32MT,1,112,0.0,2,0.0
32MT,1,112,0.0,3,0.0
32MT,1,112,0.0,2,0.0
304NVL,1,112,0.44,0,0.0
304NVL,1,112,0.44,1,0.0
304NVL,1,112,0.44,1,0.0
NVCCMT8,1,112,0.07,1,0.0
NVCCMT8,1,112,0.07,0,0.0
NVCCMT8,1,112,0.07,1,0.0
NVCCMT8,1,112,0.07,1,0.0
32THN,1,112,0.0,0,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.12,5,0.5
NVCMT,2,224,0.12,6,0.0
NVCMT,2,224,0.12,5,0.0
NVCMT,2,224,0.12,6,0.0
304THN,2,224,0.0,0,0.0
304THN,2,224,0.0,0,0.0
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.15,7,0.0
NVCNVL,2,224,0.15,10,0.9
NVCNVL,2,224,0.15,6,0.0
NVCNVL,2,224,0.15,8,0.0
32NVL,2,224,0.83,7,0.0
32NVL,2,224,0.83,9,1.11
32NVL,2,224,0.83,8,2.31
32NVL,2,224,0.83,4,7.13
32MT,2,224,0.0,4,0.0
32MT,2,224,0.0,5,0.0
32MT,2,224,0.0,6,0.5
304NVL,2,224,0.61,4,0.0
304NVL,2,224,0.61,4,1.63
304NVL,2,224,0.61,4,10.25
NVCCMT8,2,224,0.0,1,0.0
NVCCMT8,2,224,0.0,1,0.0
NVCCMT8,2,224,0.0,1,0.0
