Time_Seconds,Lane_ID,Phase_ID,Density_Phi,Pressure_W
35,32Nvl_L3_NS,NONE,0.008,0.0
35,32Nvl_L2_NS,32NVL_NS,0.008,0.008
35,32Nvl_L1_NS,32NVL_NS,0.007,0.007
50,32Nvl_L3_NS,NONE,0.008,0.0
50,32Nvl_L2_NS,32NVL_NS,0.008,0.008
50,32Mt_L1_NS,NONE,0.01,0.0
50,32Nvl_L1_NS,32NVL_NS,0.007,0.007
55,32Mt_L1_NS,32MT_NS,0.006,0.006
55,32Mt_L1_NS,NONE,0.01,0.0
55,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
55,32Mt_L2_NS,NONE,0.009,0.0
55,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
60,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
60,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
65,32Mt_L1_NS,32MT_NS,0.006,0.006
70,32Mt_L1_NS,32MT_NS,0.006,0.006
80,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.007
80,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
80,32Mt_L1_NS,32MT_NS,0.006,0.006
80,NvcNvl_L3_EW,NONE,0.009,0.0
80,32Mt_L2_NS,32MT_NS,0.006,0.006
85,32Mt_L1_NS,32MT_NS,0.006,0.006
85,32Mt_L2_NS,32MT_NS,0.006,0.006
90,32Mt_L1_NS,32MT_NS,0.006,0.006
90,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
90,32Mt_L2_NS,32MT_NS,0.006,0.006
90,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
100,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
100,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
105,32Mt_L1_EW,NONE,0.007,0.0
105,32Thn_L1_EW,32THN_EW,0.008,0.008
105,32Thn_L2_EW,32THN_EW,0.008,0.008
105,32Thn_L3_EW,NONE,0.008,0.0
110,32Thn_L1_EW,NONE,0.01,0.0
125,NvcNvl_L2_NS,NONE,0.007,0.0
125,NvcNvl_L1_NS,NONE,0.009,0.0
130,NvcNvl_L3_NS,NONE,0.007,0.0
130,NvcNvl_L2_NS,NONE,0.007,0.0
130,32Mt_L1_NS,NONE,0.01,0.0
130,NvcNvl_L1_NS,NONE,0.009,0.0
130,32Mt_L2_NS,NONE,0.009,0.0
135,32Mt_L1_NS,NONE,0.01,0.0
135,32Mt_L2_NS,NONE,0.009,0.0
140,NvcNvl_L3_NS,NONE,0.007,0.0
140,NvcNvl_L2_NS,NONE,0.007,0.0
140,NvcNvl_L1_EW,NONE,0.011,0.0
140,NvcNvl_L2_EW,NONE,0.008,0.0
140,32Mt_L1_NS,32MT_NS,0.013,0.013
140,NvcNvl_L1_NS,NONE,0.009,0.0
145,32Nvl_L3_NS,NONE,0.1,0.0
145,32Nvl_L2_NS,32NVL_NS,0.095,0.095
145,NvcNvl_L3_NS,NONE,0.007,0.0
145,NvcNvl_L2_NS,NONE,0.007,0.0
145,32Mt_L1_NS,32MT_NS,0.006,0.006
145,NvcMt_L1_EW,NVCMT_EW,0.013,0.013
145,32Nvl_L1_NS,32NVL_NS,0.081,0.081
