Time_Seconds,Lane_ID,Phase_ID,Density_Phi,Pressure_W
25,304Nvl_L1_NS,304NVL_NS,0.009,0.009
25,304Nvl_L3_NS,NONE,0.007,0.0
25,304Nvl_L2_NS,304NVL_NS,0.008,0.008
30,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
30,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
35,304Nvl_L1_NS,NONE,0.007,0.0
35,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
35,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
40,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
40,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
45,304Nvl_L1_EW,304NVL_EW,0.008,0.008
45,304Nvl_L2_EW,304NVL_EW,0.007,0.007
45,304Nvl_L3_EW,NONE,0.006,0.0
50,304Nvl_L1_EW,304NVL_EW,0.008,0.008
50,304Nvl_L2_EW,304NVL_EW,0.007,0.007
50,32Nvl_L3_NS,NONE,0.008,0.0
50,32Nvl_L2_NS,32NVL_NS,0.008,0.008
50,304Nvl_L3_EW,NONE,0.006,0.0
50,32Nvl_L1_NS,32NVL_NS,0.007,0.007
55,304Nvl_L1_EW,304NVL_EW,0.008,0.008
55,304Nvl_L2_EW,304NVL_EW,0.007,0.007
55,304Nvl_L3_EW,NONE,0.006,0.0
60,32Nvl_L3_NS,NONE,0.007,0.0
60,32Nvl_L1_NS,32NVL_NS,0.007,0.007
60,32Mt_L1_NS,NONE,0.01,0.0
60,32Nvl_L2_NS,32NVL_NS,0.007,0.007
60,32Nvl_L1_NS,32NVL_NS,0.007,0.007
60,32Mt_L2_NS,NONE,0.009,0.0
65,304Nvl_L1_NS,NONE,0.007,0.0
65,32Nvl_L1_NS,32NVL_NS,0.007,0.007
65,32Mt_L1_EW,NONE,0.007,0.0
65,32Nvl_L2_NS,32NVL_NS,0.007,0.007
70,304Thn_L1_EW,304THN_EW,0.008,0.008
70,304Thn_L3_EW,NONE,0.008,0.0
70,32Nvl_L1_NS,32NVL_NS,0.007,0.007
70,32Nvl_L2_NS,32NVL_NS,0.007,0.007
70,304Thn_L2_EW,304THN_EW,0.007,0.007
75,32Nvl_L1_NS,32NVL_NS,0.007,0.007
75,32Nvl_L2_NS,32NVL_NS,0.007,0.007
80,32Nvl_L1_NS,32NVL_NS,0.007,0.007
80,32Nvl_L2_NS,32NVL_NS,0.007,0.007
85,304Nvl_L1_EW,304NVL_EW,0.008,0.008
85,304Nvl_L2_EW,304NVL_EW,0.007,0.007
85,32Nvl_L1_NS,32NVL_NS,0.007,0.007
85,304Nvl_L3_EW,NONE,0.006,0.0
85,32Nvl_L2_NS,32NVL_NS,0.007,0.007
90,32Nvl_L1_NS,32NVL_NS,0.007,0.007
90,32Nvl_L3_NS,NONE,0.008,0.0
90,32Nvl_L2_NS,32NVL_NS,0.008,0.008
90,32Nvl_L2_NS,32NVL_NS,0.007,0.007
90,32Nvl_L1_NS,32NVL_NS,0.007,0.007
95,304Nvl_L1_NS,NONE,0.007,0.0
95,32Nvl_L3_NS,NONE,0.007,0.0
95,32Nvl_L1_NS,32NVL_NS,0.014,0.014
95,32Nvl_L1_EW,32NVL_EW,0.035,0.035
95,32Nvl_L2_EW,32NVL_EW,0.039,0.039
95,32Nvl_L3_NS,NONE,0.017,0.0
95,32Nvl_L2_NS,32NVL_NS,0.016,0.016
95,32Nvl_L2_NS,32NVL_NS,0.013,0.013
95,32Nvl_L3_EW,NONE,0.031,0.0
95,32Nvl_L1_NS,32NVL_NS,0.013,0.013
100,32Nvl_L3_NS,NONE,0.007,0.0
100,32Nvl_L1_NS,32NVL_NS,0.014,0.014
100,32Nvl_L3_NS,NONE,0.017,0.0
100,32Nvl_L2_NS,32NVL_NS,0.016,0.016
100,NvcNvl_L3_NS,NONE,0.007,0.0
100,NvcNvl_L2_NS,NONE,0.007,0.0
100,32Nvl_L2_NS,32NVL_NS,0.013,0.013
100,32Nvl_L1_NS,32NVL_NS,0.013,0.013
100,NvcNvl_L1_NS,NONE,0.009,0.0
105,304Nvl_L1_EW,304NVL_EW,0.008,0.008
105,304Nvl_L2_EW,304NVL_EW,0.007,0.007
105,32Nvl_L3_NS,NONE,0.007,0.0
105,32Nvl_L1_NS,32NVL_NS,0.014,0.014
105,32Nvl_L3_NS,NONE,0.058,0.0
105,32Nvl_L2_NS,32NVL_NS,0.055,0.055
105,NvcNvl_L3_NS,NONE,0.007,0.0
105,NvcNvl_L2_NS,NONE,0.007,0.0
105,304Nvl_L3_EW,NONE,0.006,0.0
105,32Nvl_L2_NS,32NVL_NS,0.013,0.013
105,32Nvl_L1_NS,32NVL_NS,0.047,0.047
105,NvcNvl_L1_NS,NONE,0.009,0.0
110,304Nvl_L1_EW,304NVL_EW,0.008,0.008
110,304Nvl_L2_EW,304NVL_EW,0.007,0.007
110,32Nvl_L3_NS,NONE,0.007,0.0
110,32Nvl_L1_NS,32NVL_NS,0.014,0.014
110,32Nvl_L3_NS,NONE,0.058,0.0
110,32Nvl_L2_NS,32NVL_NS,0.055,0.055
110,304Nvl_L3_EW,NONE,0.006,0.0
110,32Nvl_L2_NS,32NVL_NS,0.013,0.013
110,32Nvl_L1_NS,32NVL_NS,0.047,0.047
115,304Nvl_L1_EW,304NVL_EW,0.008,0.008
115,304Nvl_L2_EW,304NVL_EW,0.007,0.007
115,304Nvl_L1_NS,NONE,0.007,0.0
115,32Nvl_L1_NS,32NVL_NS,0.035,0.035
115,32Nvl_L3_NS,NONE,0.042,0.0
115,32Nvl_L2_NS,32NVL_NS,0.039,0.039
115,NvcNvl_L3_NS,NONE,0.007,0.0
115,NvcNvl_L2_NS,NONE,0.007,0.0
115,304Nvl_L3_EW,NONE,0.006,0.0
115,32Nvl_L1_NS,32NVL_NS,0.034,0.034
115,NvcNvl_L1_NS,NONE,0.009,0.0
120,304Nvl_L1_EW,304NVL_EW,0.008,0.008
120,304Nvl_L2_EW,304NVL_EW,0.007,0.007
120,32Nvl_L3_NS,NONE,0.007,0.0
120,32Nvl_L1_NS,32NVL_NS,0.042,0.042
120,32Nvl_L1_EW,32NVL_EW,0.007,0.007
120,32Nvl_L2_EW,32NVL_EW,0.008,0.008
120,32Nvl_L3_NS,NONE,0.008,0.0
120,32Nvl_L2_NS,32NVL_NS,0.008,0.008
120,304Nvl_L3_EW,NONE,0.006,0.0
120,32Nvl_L2_NS,32NVL_NS,0.007,0.007
120,32Nvl_L3_EW,NONE,0.006,0.0
120,32Nvl_L1_NS,32NVL_NS,0.007,0.007
125,304Nvl_L1_EW,304NVL_EW,0.008,0.008
125,304Nvl_L2_EW,304NVL_EW,0.007,0.007
125,32Nvl_L1_NS,32NVL_NS,0.042,0.042
125,32Nvl_L1_EW,32NVL_EW,0.007,0.007
125,32Nvl_L2_EW,32NVL_EW,0.008,0.008
125,304Nvl_L3_EW,NONE,0.006,0.0
125,32Nvl_L3_EW,NONE,0.006,0.0
125,32Nvl_L1_NS,32NVL_NS,0.007,0.007
130,304Nvl_L1_EW,304NVL_EW,0.008,0.008
130,304Nvl_L2_EW,304NVL_EW,0.007,0.007
130,304Nvl_L1_EW,NONE,0.008,0.0
130,304Nvl_L2_EW,NONE,0.009,0.0
130,32Nvl_L1_EW,32NVL_EW,0.007,-0.017
130,32Nvl_L2_EW,32NVL_EW,0.008,-0.011
130,32Nvl_L3_NS,NONE,0.008,0.0
130,32Nvl_L2_NS,32NVL_NS,0.008,0.008
130,NvcNvl_L1_EW,NVCNVL_EW,0.084,0.084
130,NvcNvl_L2_EW,NVCNVL_EW,0.094,0.094
130,32Mt_L1_EW,32MT_EW,0.035,0.03
130,304Nvl_L3_EW,NONE,0.006,0.0
130,304Nvl_L3_EW,NONE,0.008,0.0
130,32Nvl_L3_EW,NONE,0.006,0.0
130,32Nvl_L1_NS,32NVL_NS,0.007,0.007
130,NvcNvl_L3_EW,NONE,0.112,0.0
130,32Mt_L2_EW,32MT_EW,0.027,0.022
135,304Nvl_L1_EW,304NVL_EW,0.008,0.008
135,304Nvl_L2_EW,304NVL_EW,0.007,0.007
135,32Nvl_L1_EW,32NVL_EW,0.007,-0.017
135,32Nvl_L2_EW,32NVL_EW,0.008,-0.011
135,NvcNvl_L1_EW,NVCNVL_EW,0.084,0.084
135,NvcNvl_L2_EW,NVCNVL_EW,0.094,0.094
135,32Mt_L1_EW,32MT_EW,0.035,0.03
135,NvcCmt8_L2_EW,NVCCMT8_EW,0.005,0.005
135,304Nvl_L3_EW,NONE,0.006,0.0
135,32Nvl_L3_EW,NONE,0.006,0.0
135,NvcNvl_L3_EW,NONE,0.112,0.0
135,32Mt_L2_EW,32MT_EW,0.027,0.022
135,NvcCmt8_L1_EW,NVCCMT8_EW,0.008,0.008
140,304Nvl_L1_EW,304NVL_EW,0.017,0.017
140,304Nvl_L2_EW,304NVL_EW,0.007,0.007
140,32Nvl_L3_NS,NONE,0.007,0.0
140,32Nvl_L1_NS,32NVL_NS,0.014,0.014
140,32Nvl_L1_EW,32NVL_EW,0.007,-0.017
140,32Nvl_L2_EW,32NVL_EW,0.008,-0.011
140,NvcNvl_L1_EW,NVCNVL_EW,0.084,0.084
140,NvcNvl_L2_EW,NVCNVL_EW,0.094,0.094
140,32Mt_L1_EW,32MT_EW,0.035,0.03
140,NvcCmt8_L2_EW,NVCCMT8_EW,0.005,0.005
140,304Nvl_L3_EW,NONE,0.006,0.0
140,32Nvl_L2_NS,32NVL_NS,0.007,0.007
140,32Nvl_L3_EW,NONE,0.006,0.0
140,NvcNvl_L3_EW,NONE,0.112,0.0
140,32Mt_L2_EW,32MT_EW,0.027,0.022
140,NvcCmt8_L1_EW,NVCCMT8_EW,0.008,0.008
145,304Nvl_L1_EW,304NVL_EW,0.025,0.025
145,304Nvl_L2_EW,304NVL_EW,0.015,0.015
145,32Nvl_L1_NS,32NVL_NS,0.007,0.007
145,32Nvl_L1_EW,32NVL_EW,0.007,-0.017
145,32Nvl_L2_EW,32NVL_EW,0.008,-0.011
145,NvcNvl_L1_EW,NVCNVL_EW,0.084,0.08
145,NvcNvl_L2_EW,NVCNVL_EW,0.094,0.094
145,32Mt_L1_EW,32MT_EW,0.035,0.03
145,32Mt_L1_NS,NONE,0.01,0.0
