Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,3.11,10,0.4
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,1.32,9,2.39
32NVL,1,112,5.79,3,0.0
32MT,1,112,0.0,7,0.21
304NVL,1,112,1.97,1,0.0
NVCCMT8,1,112,0.38,6,0.5
32THN,1,112,0.0,0,0.0
NVCMT,2,224,1.91,17,3.38
304THN,2,224,0.67,0,0.0
NVCNVL,2,224,5.27,29,3.57
32NVL,2,224,8.89,32,10.8
32MT,2,224,5.2,24,6.08
304NVL,2,224,3.36,18,5.25
NVCCMT8,2,224,0.88,13,0.19
32THN,2,224,0.46,0,0.0
NVCMT,3,336,2.88,15,0.7
304THN,3,336,0.21,0,0.0
NVCNVL,3,336,0.77,39,0.22
32NVL,3,336,16.02,37,9.08
304NVL,3,336,5.83,41,1.06
NVCCMT8,3,336,0.25,9,0.0
32THN,3,336,0.19,0,0.0
32MT,3,336,1.39,33,1.23
NVCMT,4,448,0.98,30,0.35
304THN,4,448,0.28,0,0.0
NVCNVL,4,448,0.0,57,0.02
32NVL,4,448,83.43,18,2.33
NVCCMT8,4,448,0.73,16,0.09
32THN,4,448,0.0,0,0.0
32MT,4,448,4.14,52,2.74
304NVL,4,448,7.17,54,5.19
NVCMT,5,560,2.25,23,0.72
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,0.0,53,0.03
32NVL,5,560,48.45,89,31.55
NVCCMT8,5,560,0.3,4,0.25
32THN,5,560,0.46,1,0.0
304NVL,5,560,9.31,57,0.71
32MT,5,561,4.92,48,2.61
NVCMT,6,672,3.39,29,0.91
304THN,6,672,0.55,0,0.0
NVCNVL,6,672,2.89,50,0.79
32NVL,6,672,15.23,58,5.15
NVCCMT8,6,672,0.66,12,0.29
32THN,6,672,0.87,0,0.0
304NVL,6,672,3.39,84,3.71
32MT,6,673,7.51,61,3.8
NVCMT,7,784,2.86,21,0.69
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,0.48,62,0.15
32NVL,7,784,14.2,52,4.16
NVCCMT8,7,784,0.0,11,0.0
304NVL,7,784,3.38,66,1.23
32THN,7,784,0.28,1,0.0
32MT,7,786,2.25,60,0.68
NVCMT,8,896,3.61,26,0.94
304THN,8,896,0.25,0,0.0
NVCNVL,8,896,1.3,61,0.14
NVCCMT8,8,896,1.13,15,0.4
32NVL,8,896,29.3,65,7.32
304NVL,8,896,4.02,88,0.91
32THN,8,896,0.16,0,0.0
32MT,8,898,5.28,62,2.56
NVCMT,9,1008,2.48,32,0.48
304THN,9,1008,0.42,0,0.0
NVCNVL,9,1008,7.09,59,2.36
NVCCMT8,9,1008,1.96,14,1.04
32NVL,9,1008,8.2,63,6.13
304NVL,9,1008,4.25,98,1.19
32THN,9,1008,0.06,0,0.0
32MT,9,1011,3.61,44,1.99
NVCMT,10,1120,2.88,27,0.46
304THN,10,1120,0.21,0,0.0
NVCNVL,10,1120,1.66,69,0.17
NVCCMT8,10,1120,0.43,8,0.38
32NVL,10,1120,9.86,60,3.03
304NVL,10,1120,4.26,90,1.26
32THN,10,1120,1.14,0,0.0
32MT,10,1123,2.73,62,1.05
NVCMT,11,1232,4.91,28,0.79
304THN,11,1232,0.07,0,0.0
NVCNVL,11,1232,0.84,66,0.23
NVCCMT8,11,1232,0.0,7,0.0
32NVL,11,1232,15.16,63,4.02
304NVL,11,1232,3.07,86,1.49
32THN,11,1232,0.22,1,26.5
32MT,11,1236,0.8,52,0.38
NVCMT,12,1344,5.16,37,2.0
304THN,12,1344,0.0,0,0.0
NVCNVL,12,1344,0.0,46,0.05
NVCCMT8,12,1344,0.25,7,0.0
304NVL,12,1344,4.89,86,0.92
32THN,12,1344,0.43,0,0.0
32NVL,12,1345,27.15,58,5.24
32MT,12,1348,0.0,56,0.17
NVCMT,13,1456,2.16,26,0.9
304THN,13,1456,0.19,0,0.0
NVCNVL,13,1456,7.0,71,2.21
NVCCMT8,13,1456,0.93,13,0.31
304NVL,13,1456,6.16,86,2.27
32THN,13,1456,0.13,0,0.0
32NVL,13,1457,15.05,56,9.7
32MT,13,1460,0.0,48,0.16
NVCMT,14,1568,1.91,20,0.35
304THN,14,1568,0.0,0,0.0
NVCNVL,14,1568,0.32,57,0.11
NVCCMT8,14,1568,0.75,15,0.13
304NVL,14,1568,8.8,73,1.92
32THN,14,1568,0.01,0,0.0
32NVL,14,1569,11.63,51,4.5
32MT,14,1573,5.99,55,3.3
NVCMT,15,1680,5.95,30,1.75
304THN,15,1680,0.17,0,0.0
NVCNVL,15,1680,0.95,61,0.08
NVCCMT8,15,1680,0.2,9,0.0
304NVL,15,1680,6.87,68,3.27
32THN,15,1680,0.16,0,0.0
