Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.7,5,1.3
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.46,3,1.83
32NVL,1,112,2.05,1,0.0
32MT,1,112,0.0,0,0.0
304NVL,1,112,1.55,5,0.0
NVCCMT8,1,112,0.0,0,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,3.71,8,0.63
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.3,15,0.0
32NVL,2,224,6.95,8,12.0
32MT,2,224,2.34,12,4.96
NVCCMT8,2,224,0.11,4,0.13
32THN,2,224,0.0,0,0.0
304NVL,2,224,0.49,14,1.36
304THN,3,336,0.13,0,0.0
NVCNVL,3,336,3.5,16,4.69
32NVL,3,336,18.7,16,8.41
32MT,3,336,5.52,22,7.11
NVCCMT8,3,336,0.0,4,0.0
32THN,3,336,0.0,0,0.0
NVCMT,3,336,2.7,8,8.31
304NVL,3,337,5.92,20,5.75
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,1.5,18,0.97
32NVL,4,448,7.43,30,19.03
NVCCMT8,4,448,0.73,5,0.4
32THN,4,448,0.0,0,0.0
NVCMT,4,448,1.96,12,0.83
32MT,4,448,0.0,17,0.15
304NVL,4,449,0.01,26,1.92
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,4.43,38,1.99
NVCCMT8,5,560,0.0,4,0.0
32THN,5,560,0.0,0,0.0
NVCMT,5,560,4.04,12,1.17
32NVL,5,560,16.87,15,3.23
32MT,5,560,9.82,29,11.22
304NVL,5,561,2.6,35,0.03
304THN,6,672,0.0,0,0.0
NVCNVL,6,672,0.14,27,0.06
NVCCMT8,6,672,0.27,2,0.0
32THN,6,672,0.96,0,0.0
NVCMT,6,672,2.46,11,4.14
32NVL,6,672,8.98,34,14.62
32MT,6,673,0.0,13,0.38
304NVL,6,673,0.13,39,0.86
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,2.61,24,2.69
NVCCMT8,7,784,1.04,6,0.83
32THN,7,784,0.13,1,32.5
NVCMT,7,784,3.38,19,2.53
32NVL,7,785,10.65,31,8.18
32MT,7,785,15.63,26,15.9
304NVL,7,785,0.0,33,0.0
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,0.46,26,0.19
NVCCMT8,8,896,0.41,2,1.25
32THN,8,896,0.05,0,0.0
NVCMT,8,896,5.02,3,1.5
32NVL,8,897,10.71,22,11.09
304NVL,8,897,6.15,23,0.04
32MT,8,897,0.39,28,4.07
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,3.21,36,2.14
NVCCMT8,9,1008,0.43,3,0.17
32THN,9,1008,0.0,0,0.0
NVCMT,9,1008,1.48,9,13.44
32NVL,9,1009,29.8,13,1.35
32MT,9,1009,1.62,24,2.15
304NVL,9,1009,11.52,44,10.51
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.2,26,0.02
NVCCMT8,10,1120,0.0,4,0.0
32THN,10,1120,0.0,0,0.0
NVCMT,10,1120,0.8,12,0.25
32NVL,10,1121,11.64,35,27.1
304NVL,10,1121,4.7,24,0.02
32MT,10,1122,0.36,21,0.07
304THN,11,1232,0.0,0,0.0
NVCNVL,11,1232,0.14,29,0.02
NVCCMT8,11,1232,1.14,8,0.56
32THN,11,1232,0.0,0,0.0
NVCMT,11,1232,0.91,17,0.35
32NVL,11,1233,28.96,11,2.55
32MT,11,1234,3.58,16,6.5
304NVL,11,1234,7.65,28,6.64
304THN,12,1344,0.17,0,0.0
NVCNVL,12,1344,2.25,20,2.42
NVCCMT8,12,1344,0.0,4,0.0
32THN,12,1344,0.0,0,0.0
NVCMT,12,1344,2.43,8,1.06
32NVL,12,1345,12.75,37,20.65
304NVL,12,1346,4.23,31,6.11
32MT,12,1346,1.77,21,1.17
304THN,13,1456,0.74,0,0.0
NVCNVL,13,1456,2.54,26,2.17
NVCCMT8,13,1456,0.41,4,0.88
32THN,13,1456,0.18,0,0.0
NVCMT,13,1456,2.5,13,0.77
32NVL,13,1457,15.57,28,12.34
304NVL,13,1458,3.05,29,4.66
32MT,13,1459,0.8,25,0.54
304THN,14,1568,0.01,1,17.5
NVCNVL,14,1568,3.21,28,2.57
NVCCMT8,14,1568,0.38,3,0.67
32THN,14,1568,0.16,0,0.0
NVCMT,14,1568,2.52,12,2.92
32NVL,14,1570,15.18,16,3.22
304NVL,14,1570,5.55,47,3.33
32MT,14,1571,1.35,17,1.38
304THN,15,1680,0.0,0,0.0
NVCNVL,15,1680,0.0,28,0.04
NVCCMT8,15,1680,0.96,5,1.5
32THN,15,1680,0.0,0,0.0
NVCMT,15,1680,2.36,13,0.65
32NVL,15,1682,12.2,29,17.28
304NVL,15,1682,3.6,23,4.04
32MT,15,1683,0.41,18,0.94
304THN,16,1792,0.0,0,0.0
NVCNVL,16,1792,4.21,26,3.31
NVCCMT8,16,1792,0.61,4,0.38
32THN,16,1792,0.0,0,0.0
NVCMT,16,1792,1.8,9,1.5
32NVL,16,1794,26.36,15,0.73
304NVL,16,1794,1.0,33,3.36
32MT,16,1795,1.47,22,1.8
304THN,17,1904,0.66,0,0.0
NVCNVL,17,1904,0.52,28,0.04
NVCCMT8,17,1904,0.38,5,0.4
32THN,17,1904,0.19,0,0.0
NVCMT,17,1904,2.71,19,1.18
32NVL,17,1906,14.43,37,23.92
304NVL,17,1906,1.47,43,0.14
32MT,17,1908,0.0,18,0.14
304THN,18,2016,0.01,1,15.0
NVCNVL,18,2016,0.0,29,0.03
NVCCMT8,18,2016,0.07,5,0.0
32THN,18,2016,0.42,0,0.0
NVCMT,18,2016,1.64,13,0.69
304NVL,18,2018,1.37,29,1.67
32NVL,18,2019,11.24,19,8.29
32MT,18,2020,3.56,22,4.32
304THN,19,2128,0.21,0,0.0
NVCNVL,19,2128,0.0,24,0.04
