Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.0,3,0.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.91,6,2.67
32NVL,1,112,2.34,2,0.0
32MT,1,112,0.0,3,0.17
304NVL,1,112,2.22,3,2.5
NVCCMT8,1,112,0.0,2,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.95,6,1.5
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,1.64,18,1.33
32NVL,2,224,6.7,11,7.68
32MT,2,224,0.0,3,0.17
304NVL,2,224,2.67,15,8.53
NVCCMT8,2,224,0.07,4,0.0
32THN,2,224,0.0,1,0.0
NVCMT,3,336,1.21,12,0.58
304THN,3,336,0.0,0,0.0
NVCNVL,3,336,3.43,15,4.77
32MT,3,336,0.83,15,1.5
304NVL,3,336,2.76,13,0.0
NVCCMT8,3,336,0.39,5,0.1
32THN,3,336,0.0,0,0.0
32NVL,3,336,4.52,13,9.96
NVCMT,4,448,1.55,12,0.92
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,1.88,19,2.39
32MT,4,448,1.35,36,1.4
304NVL,4,448,4.31,32,5.31
NVCCMT8,4,448,0.25,3,0.17
32THN,4,448,0.0,0,0.0
32NVL,4,449,17.56,18,4.36
NVCMT,5,560,1.02,10,0.7
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,3.43,21,3.48
304NVL,5,560,3.33,25,1.04
NVCCMT8,5,560,0.0,6,0.0
32THN,5,560,0.0,0,0.0
32MT,5,560,3.61,28,3.54
32NVL,5,561,6.19,31,15.31
NVCMT,6,672,4.07,7,0.79
304THN,6,672,0.0,0,0.0
NVCNVL,6,672,0.48,40,0.06
304NVL,6,672,6.48,30,7.38
NVCCMT8,6,672,0.0,0,0.0
32THN,6,672,0.0,0,0.0
32MT,6,673,2.57,20,3.53
32NVL,6,673,9.77,33,6.64
NVCMT,7,784,0.73,12,3.54
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,6.02,25,5.2
304NVL,7,784,3.36,34,1.46
NVCCMT8,7,784,0.0,3,0.0
32THN,7,784,0.5,0,0.0
32NVL,7,785,7.84,30,6.25
32MT,7,785,0.0,21,0.07
NVCMT,8,896,0.43,11,0.23
304THN,8,896,0.24,0,0.0
NVCNVL,8,896,0.0,28,0.0
304NVL,8,896,0.94,34,2.87
NVCCMT8,8,896,0.3,9,0.06
32THN,8,896,0.32,0,0.0
32NVL,8,897,12.34,27,10.91
32MT,8,897,4.92,32,3.95
NVCMT,9,1008,0.68,15,0.47
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,2.11,32,1.34
304NVL,9,1008,0.72,24,0.04
NVCCMT8,9,1008,0.25,6,0.08
32THN,9,1008,0.0,0,0.0
32NVL,9,1009,2.66,14,2.43
32MT,9,1010,0.56,19,0.13
NVCMT,10,1120,4.7,13,0.96
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.0,23,0.09
304NVL,10,1120,3.47,37,0.05
NVCCMT8,10,1120,0.0,3,0.0
32THN,10,1120,0.35,0,0.0
32NVL,10,1121,12.63,21,2.64
32MT,10,1122,2.88,33,2.35
304THN,11,1232,0.01,0,0.0
NVCNVL,11,1232,1.79,19,1.66
NVCCMT8,11,1232,0.75,3,1.17
32THN,11,1232,0.0,0,0.0
NVCMT,11,1232,6.77,14,4.32
304NVL,11,1232,6.92,37,5.62
32NVL,11,1233,27.2,19,21.82
32MT,11,1234,3.15,24,3.63
304THN,12,1344,0.0,0,0.0
