Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,1.04,1,0.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,2,0.0
32NVL,1,112,2.21,0,0.0
32MT,1,112,0.0,1,0.5
304NVL,1,112,0.44,3,0.0
NVCCMT8,1,112,0.55,3,1.17
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.21,6,3.17
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,3.61,15,5.53
32NVL,2,224,7.79,5,9.6
32MT,2,224,2.57,12,5.33
304NVL,2,224,0.35,11,0.73
NVCCMT8,2,224,0.0,3,0.0
32THN,2,224,0.21,0,0.0
NVCMT,3,336,0.29,10,0.2
304THN,3,336,0.0,0,0.0
NVCNVL,3,336,0.0,13,0.0
32NVL,3,336,4.54,18,14.39
304NVL,3,336,2.95,21,0.07
NVCCMT8,3,336,0.36,7,0.14
32THN,3,336,0.11,0,0.0
32MT,3,336,0.0,17,0.0
NVCMT,4,448,2.8,12,0.54
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,3.07,24,2.46
32NVL,4,448,9.34,27,8.2
304NVL,4,448,3.33,31,5.98
NVCCMT8,4,448,0.32,7,0.29
32THN,4,448,0.0,0,0.0
32MT,4,448,0.36,23,0.02
NVCMT,5,560,1.46,9,6.28
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,0.0,21,0.0
32NVL,5,560,9.32,27,7.52
304NVL,5,560,3.67,37,0.05
NVCCMT8,5,560,1.52,5,1.7
32THN,5,560,0.31,0,0.0
32MT,5,560,1.59,20,1.13
NVCMT,6,672,2.39,9,0.0
304THN,6,672,0.0,0,0.0
NVCNVL,6,672,4.27,21,4.33
32NVL,6,672,15.16,21,4.71
NVCCMT8,6,672,0.0,2,0.0
32THN,6,672,0.21,0,0.0
304NVL,6,672,0.57,36,2.69
32MT,6,673,2.16,35,1.07
NVCMT,7,784,0.39,14,0.0
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,0.0,28,0.13
32NVL,7,784,4.29,30,11.17
NVCCMT8,7,784,0.0,2,0.0
32THN,7,784,0.04,0,0.0
304NVL,7,784,0.11,22,0.0
32MT,7,785,1.44,27,1.0
NVCMT,8,896,0.02,10,0.05
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,4.23,31,3.11
32NVL,8,896,5.09,27,3.43
NVCCMT8,8,896,0.0,0,0.0
32THN,8,896,0.13,1,0.0
304NVL,8,896,2.12,25,0.06
32MT,8,898,3.01,22,3.11
NVCMT,9,1008,3.29,14,1.36
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,0.73,30,0.12
32NVL,9,1008,8.96,30,7.13
NVCCMT8,9,1008,0.0,3,0.0
32THN,9,1008,0.21,0,0.0
304NVL,9,1008,4.57,29,2.29
32MT,9,1010,1.34,24,0.06
NVCMT,10,1120,0.66,14,2.89
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.2,16,0.0
32NVL,10,1120,22.09,25,2.52
NVCCMT8,10,1120,0.0,1,0.0
32THN,10,1120,0.3,0,0.0
304NVL,10,1121,5.49,36,4.86
32MT,10,1122,1.1,24,1.75
NVCMT,11,1232,2.41,11,1.0
304THN,11,1232,0.0,0,0.0
NVCNVL,11,1232,0.0,29,0.0
32NVL,11,1232,13.23,29,16.55
NVCCMT8,11,1232,0.25,4,0.0
32THN,11,1232,0.18,0,0.0
304NVL,11,1233,9.15,28,13.48
32MT,11,1234,2.06,25,2.02
NVCMT,12,1344,3.48,13,0.04
304THN,12,1344,0.0,0,0.0
NVCNVL,12,1344,4.38,24,3.69
32NVL,12,1344,4.54,23,14.39
NVCCMT8,12,1344,0.0,5,0.0
32THN,12,1344,0.43,1,0.0
304NVL,12,1345,4.54,20,0.13
32MT,12,1346,0.49,20,0.05
NVCMT,13,1456,2.04,17,5.56
304THN,13,1456,0.0,0,0.0
NVCNVL,13,1456,0.0,21,0.02
32NVL,13,1456,15.25,24,3.29
NVCCMT8,13,1456,0.09,8,0.0
32THN,13,1456,0.0,0,0.0
304NVL,13,1458,13.13,36,13.68
32MT,13,1458,9.66,26,12.6
NVCMT,14,1568,2.48,13,2.62
304THN,14,1568,0.0,0,0.0
NVCNVL,14,1568,5.3,26,4.13
32NVL,14,1568,7.46,31,11.98
NVCCMT8,14,1568,0.18,1,0.0
32THN,14,1568,0.0,0,0.0
304NVL,14,1570,0.38,29,0.02
32MT,14,1571,0.17,23,0.24
NVCMT,15,1680,0.02,8,4.38
304THN,15,1680,0.0,0,0.0
NVCNVL,15,1680,0.0,28,0.02
32NVL,15,1680,5.54,26,5.15
NVCCMT8,15,1680,0.0,5,0.0
32THN,15,1680,0.41,0,0.0
