Time_Seconds,Lane_ID,Phase_ID,Density_Phi,Pressure_W
25,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
25,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
30,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
30,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
35,NvcMt_L1_EW,NVCMT_EW,0.006,0.006
35,NvcMt_L2_EW,NVCMT_EW,0.008,0.008
40,32Nvl_L3_NS,NONE,0.008,0.0
40,32Nvl_L2_NS,32NVL_NS,0.008,0.008
40,32Nvl_L1_NS,32NVL_NS,0.007,0.007
45,304Nvl_L1_EW,304NVL_EW,0.102,0.102
45,304Nvl_L2_EW,304NVL_EW,0.087,0.087
45,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.007
45,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
45,304Nvl_L3_EW,NONE,0.076,0.0
45,NvcNvl_L3_EW,NONE,0.009,0.0
50,304Nvl_L1_EW,304NVL_EW,0.11,0.11
50,304Nvl_L2_EW,304NVL_EW,0.094,0.094
50,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.003
50,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
50,NvcMt_L1_EW,NVCMT_EW,0.006,0.001
50,304Nvl_L3_EW,NONE,0.082,0.0
50,NvcNvl_L3_EW,NONE,0.009,0.0
50,NvcMt_L2_EW,NVCMT_EW,0.008,0.002
55,304Nvl_L1_EW,304NVL_EW,0.119,0.119
55,304Nvl_L2_EW,304NVL_EW,0.102,0.102
55,32Nvl_L3_NS,NONE,0.008,0.0
55,32Nvl_L2_NS,32NVL_NS,0.008,0.008
55,NvcNvl_L1_EW,NVCNVL_EW,0.007,0.003
55,NvcNvl_L2_EW,NVCNVL_EW,0.008,0.008
55,NvcMt_L1_EW,NVCMT_EW,0.006,0.001
55,304Nvl_L3_EW,NONE,0.089,0.0
55,32Nvl_L1_NS,32NVL_NS,0.007,0.007
55,NvcNvl_L3_EW,NONE,0.009,0.0
55,NvcMt_L2_EW,NVCMT_EW,0.008,0.002
60,304Nvl_L1_EW,304NVL_EW,0.11,0.11
60,304Nvl_L2_EW,304NVL_EW,0.094,0.094
60,32Nvl_L3_NS,NONE,0.008,0.0
60,32Nvl_L2_NS,32NVL_NS,0.008,0.008
60,304Nvl_L3_EW,NONE,0.082,0.0
60,32Nvl_L1_NS,32NVL_NS,0.007,0.007
65,32Nvl_L3_NS,NONE,0.008,0.0
65,32Nvl_L2_NS,32NVL_NS,0.008,0.008
65,32Nvl_L1_NS,32NVL_NS,0.007,0.007
70,304Nvl_L1_EW,NONE,0.008,0.0
70,32Nvl_L3_NS,NONE,0.008,0.0
70,32Nvl_L2_NS,32NVL_NS,0.008,0.008
70,NvcNvl_L3_NS,NONE,0.007,0.0
70,NvcNvl_L2_NS,NONE,0.007,0.0
70,NvcMt_L1_EW,NVCMT_EW,0.032,0.032
70,32Nvl_L1_NS,32NVL_NS,0.007,0.007
70,NvcNvl_L1_NS,NONE,0.009,0.0
70,NvcMt_L2_EW,NVCMT_EW,0.04,0.04
75,304Nvl_L1_NS,NONE,0.007,0.0
75,32Nvl_L3_NS,NONE,0.008,0.0
75,32Nvl_L2_NS,32NVL_NS,0.008,0.008
75,32Nvl_L1_NS,32NVL_NS,0.007,0.007
80,304Nvl_L1_EW,304NVL_EW,0.008,0.008
80,304Nvl_L2_EW,304NVL_EW,0.007,0.007
80,304Nvl_L1_NS,NONE,0.007,0.0
80,32Nvl_L3_NS,NONE,0.008,0.0
80,32Nvl_L2_NS,32NVL_NS,0.008,0.008
80,304Nvl_L3_EW,NONE,0.006,0.0
80,32Nvl_L1_NS,32NVL_NS,0.007,0.007
85,304Nvl_L1_NS,304NVL_NS,0.009,0.009
85,304Nvl_L3_NS,NONE,0.007,0.0
85,304Nvl_L1_EW,304NVL_EW,0.102,0.102
85,32Nvl_L3_NS,NONE,0.008,0.0
85,32Nvl_L2_NS,32NVL_NS,0.008,0.003
85,304Nvl_L2_NS,304NVL_NS,0.008,0.002
85,32Nvl_L1_NS,32NVL_NS,0.007,0.0
90,304Nvl_L1_NS,304NVL_NS,0.009,0.009
90,304Nvl_L3_NS,NONE,0.007,0.0
90,304Nvl_L1_NS,NONE,0.007,0.0
90,32Nvl_L3_NS,NONE,0.008,0.0
90,32Nvl_L2_NS,32NVL_NS,0.008,0.003
90,NvcNvl_L3_NS,NONE,0.007,0.0
90,NvcNvl_L2_NS,NONE,0.007,0.0
90,304Nvl_L2_NS,304NVL_NS,0.008,0.002
90,32Nvl_L1_NS,32NVL_NS,0.007,0.0
90,NvcNvl_L1_NS,NONE,0.009,0.0
95,304Nvl_L1_NS,304NVL_NS,0.009,0.009
95,304Nvl_L3_NS,NONE,0.007,0.0
95,32Nvl_L3_NS,NONE,0.008,0.0
95,32Nvl_L2_NS,32NVL_NS,0.008,0.003
95,NvcMt_L2_NS,NONE,0.005,0.0
95,304Nvl_L2_NS,304NVL_NS,0.008,0.002
95,32Nvl_L1_NS,32NVL_NS,0.007,0.0
95,NvcMt_L1_NS,NONE,0.005,0.0
100,304Nvl_L1_NS,304NVL_NS,0.009,0.009
100,304Nvl_L3_NS,NONE,0.007,0.0
100,32Nvl_L3_NS,NONE,0.008,0.0
100,32Nvl_L2_NS,32NVL_NS,0.008,0.003
100,304Nvl_L2_NS,304NVL_NS,0.008,0.002
100,32Nvl_L1_NS,32NVL_NS,0.007,0.0
105,304Nvl_L1_NS,304NVL_NS,0.054,0.054
105,304Nvl_L3_NS,NONE,0.044,0.0
105,32Nvl_L3_NS,NONE,0.008,0.0
105,32Nvl_L2_NS,32NVL_NS,0.008,-0.024
105,NvcMt_L2_NS,NONE,0.026,0.0
105,304Nvl_L2_NS,304NVL_NS,0.046,0.04
105,32Nvl_L1_NS,32NVL_NS,0.007,-0.031
105,NvcMt_L1_NS,NONE,0.027,0.0
110,304Nvl_L1_NS,304NVL_NS,0.054,0.049
110,304Nvl_L3_NS,NONE,0.044,0.0
110,32Nvl_L3_NS,NONE,0.007,0.0
110,32Nvl_L1_NS,32NVL_NS,0.007,-0.031
