Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.61,9,0.17
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.52,10,0.05
32NVL,1,112,7.63,4,0.13
32MT,1,112,0.0,6,0.33
304NVL,1,112,2.28,5,1.8
NVCCMT8,1,112,0.0,5,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,4.84,16,0.69
304THN,2,224,0.01,0,0.0
NVCNVL,2,224,5.14,27,4.28
32MT,2,224,10.89,17,15.32
304NVL,2,224,3.11,17,5.74
NVCCMT8,2,224,0.34,12,0.04
32THN,2,224,0.0,0,0.0
32NVL,2,224,7.0,28,11.79
NVCMT,3,336,6.64,26,3.52
304THN,3,336,0.27,0,0.0
NVCNVL,3,336,0.46,35,0.19
32MT,3,336,1.25,46,2.21
304NVL,3,336,4.27,55,0.88
NVCCMT8,3,336,0.41,10,0.15
32THN,3,336,0.71,0,0.0
32NVL,3,336,10.25,41,5.11
NVCMT,4,448,3.25,30,0.83
304THN,4,448,0.2,0,0.0
NVCNVL,4,448,6.93,48,2.94
NVCCMT8,4,448,0.68,16,0.31
32THN,4,448,0.39,0,0.0
32MT,4,448,7.16,52,3.01
304NVL,4,448,6.31,61,1.71
32NVL,4,449,28.46,43,9.78
NVCMT,5,560,7.73,24,1.13
304THN,5,560,0.15,1,0.0
NVCNVL,5,560,0.16,61,0.04
NVCCMT8,5,560,1.18,13,0.42
32THN,5,560,0.68,0,0.0
304NVL,5,560,8.33,72,1.09
32NVL,5,561,14.43,57,7.47
32MT,5,561,1.41,51,0.74
304THN,6,672,0.51,0,0.0
NVCNVL,6,672,4.48,63,1.18
NVCCMT8,6,672,0.0,5,0.0
32THN,6,672,0.15,0,0.0
NVCMT,6,672,4.0,36,3.14
32MT,6,673,4.82,40,3.4
304NVL,6,673,5.4,73,3.26
32NVL,6,673,51.16,52,2.93
304THN,7,784,0.23,0,0.0
NVCNVL,7,784,0.0,66,0.09
NVCCMT8,7,784,1.66,15,0.23
32THN,7,784,0.02,1,0.0
NVCMT,7,784,3.66,16,0.63
304NVL,7,785,6.52,74,1.51
32NVL,7,785,39.71,70,18.69
32MT,7,785,5.0,74,2.13
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,0.79,65,0.19
NVCCMT8,8,896,0.55,5,0.2
32THN,8,896,0.59,0,0.0
NVCMT,8,896,5.88,34,2.34
304NVL,8,897,9.03,73,2.21
32MT,8,897,20.84,31,13.9
32NVL,8,898,12.98,40,4.2
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,5.45,60,1.66
NVCCMT8,9,1008,1.07,14,0.39
32THN,9,1008,0.32,0,0.0
NVCMT,9,1008,7.96,30,1.93
304NVL,9,1009,6.81,74,4.53
32NVL,9,1010,35.09,43,7.48
32MT,9,1010,4.09,62,5.77
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.14,47,0.05
NVCCMT8,10,1120,0.0,5,0.0
32THN,10,1120,0.26,0,0.0
NVCMT,10,1120,5.02,33,2.61
304NVL,10,1121,7.9,51,0.4
32NVL,10,1122,17.43,88,9.65
32MT,10,1122,0.04,48,0.25
304THN,11,1232,0.0,0,0.0
NVCNVL,11,1232,4.66,52,1.95
NVCCMT8,11,1232,0.29,10,0.15
32THN,11,1232,0.31,0,0.0
NVCMT,11,1232,7.73,40,1.46
304NVL,11,1233,4.82,93,2.58
32NVL,11,1234,18.74,59,5.5
32MT,11,1234,16.45,45,8.47
