Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.55,10,0.25
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.21,8,0.0
32NVL,1,112,8.93,2,0.0
32MT,1,112,0.0,5,0.1
304NVL,1,112,1.86,8,0.06
NVCCMT8,1,112,0.2,10,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,2.05,20,0.68
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.5,26,0.1
32NVL,2,224,8.09,30,12.75
32MT,2,224,1.03,25,0.64
304NVL,2,224,4.69,27,1.24
NVCCMT8,2,224,0.66,4,0.25
32THN,2,224,0.0,0,0.0
NVCMT,3,336,3.52,17,0.47
304THN,3,336,0.0,1,0.0
NVCNVL,3,336,6.38,47,2.7
32NVL,3,336,23.18,19,3.84
NVCCMT8,3,336,0.41,6,0.5
32THN,3,336,0.25,0,0.0
32MT,3,336,11.2,58,6.2
304NVL,3,336,10.57,42,8.26
NVCMT,4,448,6.98,24,1.67
304THN,4,448,0.2,0,0.0
NVCNVL,4,448,0.0,42,0.01
32NVL,4,448,17.54,64,13.34
NVCCMT8,4,448,0.39,4,0.63
32THN,4,448,0.22,0,0.0
304NVL,4,448,1.3,66,1.82
32MT,4,449,1.68,46,0.63
NVCMT,5,560,4.38,29,2.86
304THN,5,560,0.12,0,0.0
NVCNVL,5,560,3.59,53,1.54
NVCCMT8,5,560,1.02,8,0.38
32THN,5,560,0.48,0,0.0
32NVL,5,560,20.07,60,2.54
304NVL,5,560,5.88,82,0.25
32MT,5,561,4.73,55,2.54
NVCMT,6,672,5.88,23,3.98
304THN,6,672,0.0,0,0.0
NVCNVL,6,672,1.27,66,0.17
NVCCMT8,6,672,0.32,7,0.43
32THN,6,672,0.0,0,0.0
304NVL,6,672,6.44,76,2.57
32NVL,6,673,12.89,62,5.65
32MT,6,673,4.69,44,2.92
NVCMT,7,784,6.23,32,2.19
304THN,7,784,0.62,0,0.0
NVCNVL,7,784,0.63,52,0.05
NVCCMT8,7,784,0.55,14,0.29
32THN,7,784,0.25,0,0.0
304NVL,7,784,4.9,68,2.82
32NVL,7,785,16.7,70,6.01
32MT,7,786,9.8,61,5.48
NVCMT,8,896,3.63,25,3.22
304THN,8,896,0.07,0,0.0
NVCNVL,8,896,0.0,66,0.05
NVCCMT8,8,896,0.71,9,0.39
32THN,8,896,0.5,0,0.0
304NVL,8,896,5.14,92,1.76
32NVL,8,897,15.77,56,5.79
32MT,8,898,0.92,57,0.3
NVCMT,9,1008,4.21,24,0.67
304THN,9,1008,0.11,1,0.0
NVCNVL,9,1008,3.11,69,0.92
NVCCMT8,9,1008,0.36,11,0.0
32THN,9,1008,0.0,0,0.0
32NVL,9,1009,31.98,51,2.51
