Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,1.16,8,0.31
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.38,16,0.31
32NVL,1,112,2.16,2,0.0
32MT,1,112,0.0,8,0.0
304NVL,1,112,1.94,3,0.0
NVCCMT8,1,112,0.39,3,0.83
32THN,1,112,0.0,0,0.0
NVCMT,2,224,2.09,26,0.29
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.8,18,0.17
32NVL,2,224,11.77,13,2.35
32MT,2,224,1.74,27,0.54
304NVL,2,224,4.53,21,6.33
NVCCMT8,2,224,0.68,13,0.08
32THN,2,224,0.0,0,0.0
NVCMT,3,336,4.02,15,1.63
304THN,3,336,0.46,0,0.0
NVCNVL,3,336,5.0,37,3.31
32NVL,3,336,10.13,41,10.18
304NVL,3,336,4.71,37,1.04
NVCCMT8,3,336,0.45,10,0.4
32THN,3,336,0.54,0,0.0
32MT,3,336,7.08,44,3.84
NVCMT,4,448,2.07,24,0.65
304THN,4,448,0.23,0,0.0
NVCNVL,4,448,3.68,47,1.8
32NVL,4,448,17.23,56,6.63
304NVL,4,448,5.79,47,3.3
NVCCMT8,4,448,0.43,11,0.09
32THN,4,448,0.16,0,0.0
32MT,4,449,3.77,63,1.7
NVCMT,5,560,5.16,27,1.35
304THN,5,560,0.11,0,0.0
NVCNVL,5,560,2.23,42,1.11
32NVL,5,560,75.68,32,1.02
NVCCMT8,5,560,0.32,8,0.13
32THN,5,560,0.0,0,0.0
304NVL,5,560,19.92,77,7.58
32MT,5,561,1.96,45,1.2
NVCMT,6,672,3.25,33,1.11
304THN,6,672,0.21,0,0.0
NVCNVL,6,672,0.8,69,0.14
32NVL,6,672,42.75,82,30.3
NVCCMT8,6,672,1.14,14,0.25
32THN,6,672,0.0,0,0.0
304NVL,6,672,7.25,104,0.97
32MT,6,674,0.75,46,0.35
NVCMT,7,784,2.66,20,0.8
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,0.36,71,0.24
32NVL,7,784,13.41,51,4.42
NVCCMT8,7,784,0.0,2,0.0
32THN,7,784,0.52,0,0.0
304NVL,7,784,5.54,61,0.07
32MT,7,786,13.67,54,8.13
NVCMT,8,896,4.25,16,0.34
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,0.39,56,0.05
32NVL,8,896,62.96,61,12.17
NVCCMT8,8,896,1.29,17,0.56
32THN,8,896,0.22,0,0.0
304NVL,8,897,8.4,88,2.68
32MT,8,899,8.71,51,5.55
NVCMT,9,1008,3.43,34,2.62
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,5.14,56,2.07
NVCCMT8,9,1008,0.0,19,0.0
32THN,9,1008,0.35,0,0.0
32NVL,9,1008,88.21,48,38.57
304NVL,9,1009,5.84,83,1.11
32MT,9,1011,10.54,49,8.49
NVCMT,10,1120,4.86,26,3.79
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.48,50,0.13
NVCCMT8,10,1120,0.93,11,0.59
32THN,10,1120,1.38,0,0.0
32NVL,10,1121,32.37,76,16.18
304NVL,10,1121,3.35,56,1.88
32MT,10,1123,10.0,58,6.01
NVCMT,11,1232,4.13,21,1.0
304THN,11,1232,0.31,0,0.0
NVCNVL,11,1232,4.21,62,1.43
NVCCMT8,11,1232,0.18,8,0.0
32THN,11,1232,0.22,1,43.0
32NVL,11,1233,11.77,61,5.23
304NVL,11,1233,4.74,96,1.06
32MT,11,1235,4.12,53,2.05
NVCMT,12,1344,2.41,30,0.4
304THN,12,1344,0.0,0,0.0
NVCNVL,12,1344,0.0,70,0.02
NVCCMT8,12,1344,0.95,13,0.38
32THN,12,1344,0.83,0,0.0
32NVL,12,1345,11.38,61,3.78
304NVL,12,1345,6.55,72,1.12
32MT,12,1348,3.6,81,1.38
NVCMT,13,1456,1.77,18,0.53
304THN,13,1456,0.28,0,0.0
NVCNVL,13,1456,6.0,72,1.96
NVCCMT8,13,1456,0.41,12,0.29
32THN,13,1456,0.34,0,0.0
32NVL,13,1457,29.48,68,6.57
304NVL,13,1457,5.33,63,2.66
32MT,13,1460,4.57,48,2.91
NVCMT,14,1568,3.14,29,0.31
304THN,14,1568,0.0,0,0.0
NVCNVL,14,1568,0.39,51,0.07
NVCCMT8,14,1568,0.54,11,0.32
32THN,14,1568,0.59,0,0.0
304NVL,14,1569,4.78,85,1.82
32NVL,14,1569,65.32,68,18.85
