Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.73,3,0.83
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,2,0.0
32NVL,1,112,4.61,1,0.0
32MT,1,112,0.0,3,0.0
304NVL,1,112,0.0,3,0.0
NVCCMT8,1,112,0.0,0,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,0.2,9,0.22
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.0,9,0.0
32NVL,2,224,1.7,11,11.95
32MT,2,224,1.81,11,4.0
304NVL,2,224,0.67,7,0.0
NVCCMT8,2,224,0.0,2,0.0
32THN,2,224,0.24,0,0.0
NVCMT,3,336,0.55,7,0.14
304THN,3,336,0.0,0,0.0
NVCNVL,3,336,2.2,19,1.95
32NVL,3,336,17.48,12,5.13
32MT,3,336,4.25,22,5.34
304NVL,3,336,3.54,19,0.87
NVCCMT8,3,336,0.25,2,1.25
32THN,3,336,0.48,0,0.0
NVCMT,4,448,0.61,13,0.62
304THN,4,448,0.38,0,0.0
NVCNVL,4,448,0.36,32,0.22
32NVL,4,448,9.7,40,13.19
32MT,4,448,0.19,17,0.12
304NVL,4,448,4.51,31,2.84
NVCCMT8,4,448,0.0,6,0.0
32THN,4,448,0.0,0,0.0
NVCMT,5,560,0.25,11,0.0
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,0.0,28,0.04
32MT,5,560,0.15,23,0.09
NVCCMT8,5,560,0.38,3,0.83
32THN,5,560,0.36,0,0.0
32NVL,5,560,6.83,20,4.78
304NVL,5,560,0.95,42,3.5
NVCMT,6,672,0.55,14,0.14
304THN,6,672,0.28,0,0.0
NVCNVL,6,672,0.0,13,0.0
32MT,6,672,6.56,18,11.36
NVCCMT8,6,672,0.0,8,0.0
32THN,6,672,0.01,1,8.5
304NVL,6,672,3.71,39,0.56
32NVL,6,673,16.8,28,2.36
NVCMT,7,784,1.07,9,0.61
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,1.54,21,1.29
NVCCMT8,7,784,0.0,4,0.0
32THN,7,784,0.3,0,0.0
32MT,7,784,0.0,22,0.05
304NVL,7,784,0.94,33,3.62
32NVL,7,785,8.98,22,21.93
NVCMT,8,896,1.34,18,0.19
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,3.5,29,2.19
NVCCMT8,8,896,0.0,4,0.0
32THN,8,896,0.0,1,0.0
304NVL,8,896,3.71,35,0.33
32MT,8,897,1.89,14,3.93
32NVL,8,897,20.18,7,2.93
NVCMT,9,1008,1.11,11,0.55
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,3.14,15,4.43
NVCCMT8,9,1008,0.39,5,0.3
32THN,9,1008,0.0,0,0.0
304NVL,9,1008,2.87,22,3.73
32NVL,9,1009,4.95,32,16.13
32MT,9,1009,2.48,32,2.72
NVCMT,10,1120,1.18,13,0.31
304THN,10,1120,0.0,0,0.0
NVCNVL,10,1120,0.0,17,0.0
NVCCMT8,10,1120,0.41,4,0.5
32THN,10,1120,1.19,0,0.0
304NVL,10,1121,5.6,37,3.58
32NVL,10,1121,16.0,22,4.59
32MT,10,1122,2.85,21,4.24
NVCMT,11,1232,0.7,9,0.67
304THN,11,1232,0.4,0,0.0
NVCNVL,11,1232,1.16,22,1.25
NVCCMT8,11,1232,0.0,1,0.0
32THN,11,1232,0.4,1,40.0
304NVL,11,1233,7.17,48,2.77
32NVL,11,1233,12.82,33,15.59
32MT,11,1234,0.8,21,0.67
NVCMT,12,1344,0.86,10,0.5
304THN,12,1344,0.0,0,0.0
NVCNVL,12,1344,0.34,33,0.06
NVCCMT8,12,1344,0.38,5,0.5
32THN,12,1344,0.0,0,0.0
