Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,1.64,14,0.5
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.0,5,0.0
32NVL,1,112,8.36,2,0.0
32MT,1,112,0.0,14,0.0
304NVL,1,112,2.54,6,0.0
NVCCMT8,1,112,0.0,1,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,4.3,13,0.27
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,0.0,23,0.0
32NVL,2,224,10.63,20,9.2
32MT,2,224,1.66,20,1.27
304NVL,2,224,1.74,22,4.98
NVCCMT8,2,224,0.0,9,0.0
32THN,2,224,0.38,0,0.0
NVCMT,3,336,3.45,19,4.34
304THN,3,336,0.27,0,0.0
NVCNVL,3,336,2.46,37,1.46
32NVL,3,336,13.71,33,14.95
32MT,3,336,5.5,46,2.57
304NVL,3,336,3.99,38,0.25
NVCCMT8,3,336,0.32,8,0.13
32THN,3,336,0.3,0,0.0
NVCMT,4,448,3.32,15,3.5
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,0.75,33,0.08
32NVL,4,448,11.63,51,5.26
304NVL,4,448,7.73,57,2.41
NVCCMT8,4,448,0.34,4,0.63
32THN,4,448,0.0,0,0.0
32MT,4,448,2.15,53,1.25
NVCMT,5,560,4.25,28,1.0
304THN,5,560,0.48,0,0.0
NVCNVL,5,560,0.91,57,0.32
32NVL,5,560,13.77,55,5.24
304NVL,5,560,5.89,72,2.9
NVCCMT8,5,560,0.0,8,0.0
32THN,5,560,0.18,1,0.0
32MT,5,561,2.08,39,0.91
NVCMT,6,672,1.8,21,1.88
304THN,6,672,0.09,0,0.0
NVCNVL,6,672,0.82,52,0.1
32NVL,6,672,12.16,60,4.94
304NVL,6,672,7.22,70,2.16
NVCCMT8,6,672,0.46,7,0.21
32THN,6,672,0.39,0,0.0
32MT,6,673,3.52,53,2.05
NVCMT,7,784,3.86,16,0.88
304THN,7,784,0.27,0,0.0
NVCNVL,7,784,4.73,56,1.18
32NVL,7,784,9.52,36,6.4
304NVL,7,784,6.32,73,3.43
NVCCMT8,7,784,0.0,3,0.0
32THN,7,784,0.01,0,0.0
32MT,7,786,0.99,49,0.42
NVCMT,8,896,4.8,34,2.07
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,0.46,64,0.26
32NVL,8,896,47.25,57,11.46
NVCCMT8,8,896,0.57,10,0.6
32THN,8,896,0.25,0,0.0
304NVL,8,896,2.28,75,2.23
32MT,8,898,1.41,49,0.69
NVCMT,9,1008,2.86,26,0.63
304THN,9,1008,0.23,0,0.0
NVCNVL,9,1008,5.73,67,1.74
NVCCMT8,9,1008,0.75,11,0.32
32THN,9,1008,0.0,0,0.0
32NVL,9,1008,53.33,45,22.79
304NVL,9,1008,4.77,65,0.08
32MT,9,1010,23.02,40,10.51
NVCMT,10,1120,3.38,23,0.52
304THN,10,1120,0.29,1,0.0
NVCNVL,10,1120,4.11,54,1.39
NVCCMT8,10,1120,0.0,12,0.0
32THN,10,1120,0.39,0,0.0
32NVL,10,1120,35.41,77,15.16
304NVL,10,1120,9.29,88,1.51
32MT,10,1123,2.28,52,8.67
NVCMT,11,1232,5.79,24,3.13
304THN,11,1232,0.31,0,0.0
NVCNVL,11,1232,0.0,66,0.03
NVCCMT8,11,1232,0.61,8,0.25
32THN,11,1232,0.0,0,0.0
32NVL,11,1232,17.36,62,6.63
304NVL,11,1233,5.71,76,3.07
32MT,11,1235,11.79,53,6.68
NVCMT,12,1344,8.75,27,0.44
304THN,12,1344,0.0,0,0.0
NVCNVL,12,1344,5.16,56,1.95
NVCCMT8,12,1344,0.27,11,0.0
32THN,12,1344,0.0,1,0.0
32NVL,12,1344,15.02,43,6.5
304NVL,12,1345,5.28,85,2.86
