Intersection_Name,Cycle,Time_Seconds,Queue_Length,Throughput_per_Cycle,Average_Delay
NVCMT,1,112,0.0,5,0.0
304THN,1,112,0.0,0,0.0
NVCNVL,1,112,0.41,5,0.7
32NVL,1,112,12.29,2,3.0
32MT,1,112,0.0,7,1.07
304NVL,1,112,2.53,4,6.0
NVCCMT8,1,112,0.0,3,0.0
32THN,1,112,0.0,0,0.0
NVCMT,2,224,3.14,22,1.02
304THN,2,224,0.0,0,0.0
NVCNVL,2,224,3.13,29,2.07
32NVL,2,224,19.34,26,15.88
32MT,2,224,2.33,22,1.98
NVCCMT8,2,224,1.04,8,0.56
32THN,2,224,0.16,0,0.0
304NVL,2,224,6.83,19,13.34
NVCMT,3,336,3.36,23,0.74
304THN,3,336,0.33,1,0.0
NVCNVL,3,336,9.95,49,3.85
32NVL,3,336,11.61,36,14.63
NVCCMT8,3,336,0.13,17,0.06
32THN,3,336,0.73,0,0.0
32MT,3,336,0.39,44,0.26
304NVL,3,336,6.76,38,0.68
NVCMT,4,448,5.71,29,1.02
304THN,4,448,0.0,0,0.0
NVCNVL,4,448,0.0,54,0.06
32NVL,4,448,47.95,45,11.62
NVCCMT8,4,448,0.61,12,0.13
32THN,4,448,0.0,0,0.0
32MT,4,449,15.35,46,9.55
304NVL,4,449,3.87,55,4.52
NVCMT,5,560,4.91,29,1.98
304THN,5,560,0.0,0,0.0
NVCNVL,5,560,5.66,46,2.12
NVCCMT8,5,560,0.84,7,0.43
32THN,5,560,0.0,0,0.0
32NVL,5,560,49.97,63,22.36
32MT,5,561,13.02,72,5.56
304NVL,5,561,6.52,53,0.46
NVCMT,6,672,1.96,17,4.15
304THN,6,672,0.0,0,0.0
NVCNVL,6,672,0.86,50,0.26
NVCCMT8,6,672,0.0,3,0.0
32THN,6,672,0.62,0,0.0
32NVL,6,673,28.84,67,9.86
32MT,6,673,5.1,39,3.81
304NVL,6,673,8.6,96,3.19
NVCMT,7,784,1.96,28,0.43
304THN,7,784,0.0,0,0.0
NVCNVL,7,784,0.21,76,0.15
NVCCMT8,7,784,0.48,9,0.0
32THN,7,784,0.63,0,0.0
32NVL,7,785,24.57,66,6.96
32MT,7,785,0.0,47,0.09
304NVL,7,785,5.91,75,0.79
NVCMT,8,896,1.43,15,0.03
304THN,8,896,0.0,0,0.0
NVCNVL,8,896,1.45,63,0.47
NVCCMT8,8,896,0.36,12,0.0
32THN,8,896,0.26,0,0.0
32NVL,8,897,55.32,52,5.82
32MT,8,897,7.58,52,4.16
304NVL,8,897,3.56,74,2.57
NVCMT,9,1008,4.55,29,1.52
304THN,9,1008,0.0,0,0.0
NVCNVL,9,1008,0.0,59,0.06
NVCCMT8,9,1008,0.41,7,0.07
32THN,9,1008,0.12,0,0.0
32NVL,9,1009,37.93,69,18.65
304NVL,9,1009,8.77,90,0.71
32MT,9,1010,1.48,50,0.88
NVCMT,10,1120,5.32,27,2.59
304THN,10,1120,0.36,0,0.0
NVCNVL,10,1120,0.48,55,0.07
NVCCMT8,10,1120,0.43,11,0.18
32THN,10,1120,0.25,0,0.0
32NVL,10,1121,24.82,58,9.08
304NVL,10,1122,3.73,80,3.14
32MT,10,1122,5.85,53,3.06
NVCMT,11,1232,2.95,27,2.19
304THN,11,1232,0.0,0,0.0
NVCNVL,11,1232,3.48,68,1.15
NVCCMT8,11,1232,1.2,9,0.67
32THN,11,1232,0.0,0,0.0
32NVL,11,1234,26.19,51,4.52
304NVL,11,1234,4.51,58,0.59
32MT,11,1234,5.01,53,2.86
NVCMT,12,1344,3.98,35,0.8
304THN,12,1344,0.29,0,0.0
NVCNVL,12,1344,0.0,60,0.03
NVCCMT8,12,1344,0.75,12,0.17
32THN,12,1344,0.0,0,0.0
32NVL,12,1346,12.13,53,11.45
304NVL,12,1346,6.75,72,1.75
32MT,12,1347,2.87,39,2.64
NVCMT,13,1456,3.8,29,1.86
304THN,13,1456,0.36,0,0.0
NVCNVL,13,1456,0.0,59,0.08
NVCCMT8,13,1456,0.0,5,0.0
32THN,13,1456,0.23,1,0.0
32NVL,13,1458,14.29,40,5.91
304NVL,13,1458,5.84,78,2.89
32MT,13,1459,10.59,70,7.29
NVCMT,14,1568,2.82,27,0.39
304THN,14,1568,0.0,0,0.0
NVCNVL,14,1568,0.38,58,0.06
NVCCMT8,14,1568,0.8,9,0.67
32THN,14,1568,1.05,1,0.0
32NVL,14,1570,20.73,72,4.48
304NVL,14,1570,3.86,56,1.83
32MT,14,1572,0.0,51,0.11
NVCMT,15,1680,6.45,33,0.41
304THN,15,1680,0.0,0,0.0
NVCNVL,15,1680,6.52,64,1.96
NVCCMT8,15,1680,0.36,5,0.1
32THN,15,1680,1.3,0,0.0
32NVL,15,1682,25.37,50,4.65
304NVL,15,1682,4.42,73,1.52
32MT,15,1684,10.57,56,6.12
NVCMT,16,1792,4.38,32,6.09
304THN,16,1792,0.36,0,0.0
NVCNVL,16,1792,0.0,33,0.05
NVCCMT8,16,1792,0.48,6,0.75
32THN,16,1792,1.04,0,0.0
32NVL,16,1794,22.96,58,10.67
304NVL,16,1794,3.64,77,1.34
32MT,16,1796,3.07,58,2.31
NVCMT,17,1904,2.29,23,3.43
304THN,17,1904,0.0,0,0.0
NVCNVL,17,1904,3.57,73,1.02
NVCCMT8,17,1904,0.34,13,0.04
32THN,17,1904,1.23,1,50.5
304NVL,17,1906,4.19,61,0.59
32NVL,17,1907,21.03,75,4.33
32MT,17,1909,0.93,54,0.64
NVCMT,18,2016,3.55,26,0.42
304THN,18,2016,0.0,0,0.0
NVCNVL,18,2016,0.36,51,0.14
NVCCMT8,18,2016,0.91,9,0.33
32THN,18,2016,0.69,1,36.0
304NVL,18,2018,4.59,70,2.03
32NVL,18,2019,12.52,62,6.18
32MT,18,2021,10.63,86,4.42
NVCMT,19,2128,4.41,27,0.81
304THN,19,2128,0.59,0,0.0
NVCNVL,19,2128,3.14,57,0.91
NVCCMT8,19,2128,0.0,6,0.0
32THN,19,2128,0.14,0,0.0
304NVL,19,2130,4.74,93,1.35
32NVL,19,2131,26.8,36,7.64
32MT,19,2134,3.52,46,1.83
NVCMT,20,2240,4.36,25,1.04
304THN,20,2240,0.0,0,0.0
NVCNVL,20,2240,4.43,56,1.66
NVCCMT8,20,2240,0.39,11,0.18
32THN,20,2240,1.04,0,0.0
304NVL,20,2242,6.66,57,1.85
32NVL,20,2243,68.69,59,20.31
32MT,20,2246,3.38,57,1.75
NVCMT,21,2352,2.48,23,2.28
304THN,21,2352,0.19,0,0.0
NVCNVL,21,2352,1.64,49,0.22
NVCCMT8,21,2352,1.14,6,0.92
32THN,21,2352,0.29,1,38.0
304NVL,21,2354,3.92,70,3.33
32NVL,21,2356,37.85,68,15.9
32MT,21,2358,6.38,49,3.73
NVCMT,22,2464,3.5,34,0.84
304THN,22,2464,0.35,0,0.0
NVCNVL,22,2464,2.86,62,0.95
NVCCMT8,22,2464,0.16,12,0.04
32THN,22,2464,0.19,0,0.0
304NVL,22,2466,8.69,64,0.3
32NVL,22,2468,15.95,60,8.32
32MT,22,2470,3.37,49,2.07
NVCMT,23,2576,4.46,18,2.39
304THN,23,2576,0.28,0,0.0
NVCNVL,23,2576,0.71,61,0.14
NVCCMT8,23,2576,1.73,11,1.0
32THN,23,2576,0.13,0,0.0
304NVL,23,2578,1.39,95,2.74
32NVL,23,2580,50.57,53,10.24
32MT,23,2583,2.15,60,1.13
NVCMT,24,2688,3.11,29,1.29
304THN,24,2688,0.48,0,0.0
NVCNVL,24,2688,1.0,48,0.13
NVCCMT8,24,2688,0.36,11,0.18
32THN,24,2688,0.61,0,0.0
304NVL,24,2690,3.67,70,0.29
32NVL,24,2692,50.08,69,13.21
32MT,24,2695,4.61,52,2.92
NVCMT,25,2800,2.82,25,0.44
304THN,25,2800,0.0,0,0.0
NVCNVL,25,2800,0.29,43,0.07
NVCCMT8,25,2800,0.55,9,0.06
32THN,25,2800,0.2,0,0.0
304NVL,25,2802,7.92,75,1.6
32NVL,25,2805,39.25,68,16.55
32MT,25,2807,6.74,51,4.5
NVCMT,26,2912,3.25,21,1.24
304THN,26,2912,0.0,0,0.0
NVCNVL,26,2912,5.75,76,1.58
NVCCMT8,26,2912,0.0,8,0.0
32THN,26,2912,0.52,0,0.0
304NVL,26,2914,5.61,89,2.2
32NVL,26,2917,18.34,49,9.89
32MT,26,2919,3.69,58,1.52
NVCMT,27,3024,5.29,29,2.53
304THN,27,3024,0.51,0,0.0
NVCNVL,27,3024,0.14,52,0.04
NVCCMT8,27,3024,0.38,14,0.0
32THN,27,3024,0.21,0,0.0
304NVL,27,3026,2.71,82,2.29
32NVL,27,3029,17.95,50,8.51
32MT,27,3032,2.85,49,1.32
NVCMT,28,3136,3.09,28,0.46
304THN,28,3136,0.38,0,0.0
NVCNVL,28,3136,7.96,62,1.96
NVCCMT8,28,3136,0.32,8,0.06
32THN,28,3136,0.63,0,0.0
304NVL,28,3138,4.07,70,0.41
32NVL,28,3141,16.3,60,5.36
32MT,28,3144,3.72,54,1.74
NVCMT,29,3248,3.16,28,2.61
304THN,29,3248,0.0,0,0.0
NVCNVL,29,3248,0.45,60,0.05
NVCCMT8,29,3248,0.91,9,0.33
32THN,29,3248,0.22,0,0.0
304NVL,29,3250,3.0,74,1.46
32NVL,29,3253,24.41,55,7.43
32MT,29,3257,0.99,60,0.24
NVCMT,30,3360,2.86,28,0.77
304THN,30,3360,0.0,0,0.0
NVCNVL,30,3360,0.86,59,0.07
NVCCMT8,30,3360,1.68,9,1.56
32THN,30,3360,0.81,0,0.0
304NVL,30,3362,1.43,53,1.2
32NVL,30,3365,32.09,72,9.19
32MT,30,3369,5.47,42,3.74
NVCMT,31,3472,3.2,29,0.81
304THN,31,3472,0.0,0,0.0
